# Gene Family,P1,P2,P3,P4,P5,P6
ENOG4107USA,0.074,0.0,0.0,0.0,0.0,0.0
ENOG4107USC,0.193,0.0,0.0,0.0,0.0,0.0
ENOG4107USW,0.0,0.0,0.092,0.0,0.0,0.0
ENOG4107UTF,0.102,0.059,0.067,0.0,0.0,0.0
ENOG4107UUS,0.0,0.0,0.181,0.0,0.0,0.0
ENOG4107UUT,0.082,0.0,0.0,0.0,0.0,0.0
ENOG4107UV9,1.006,0.942,1.349,0.959,0.932,0.85
ENOG4107UVB,0.0,0.246,0.222,0.389,0.0,0.276
ENOG4107UVD,0.0,0.0,0.102,0.0,0.0,0.0
ENOG4107UVF,0.0,0.0,0.554,0.0,0.237,0.153
ENOG4107UVQ,0.382,0.316,0.167,0.299,0.309,0.274
ENOG4107UVW,0.084,0.147,0.153,0.167,0.193,0.139
ENOG4107UWM,0.084,0.0,0.0,0.131,0.0,0.0
ENOG4107UX1,0.497,0.54,0.834,0.736,0.694,0.753
ENOG4107UX3,0.241,1.235,0.331,0.482,0.278,0.437
ENOG4107UX6,0.0,0.0,0.0,0.0,0.0,0.197
ENOG4107UXM,0.181,0.307,0.165,0.083,0.0,0.0
ENOG4107UXN,0.705,0.954,0.482,0.841,0.933,0.79
ENOG4107UXP,0.0,0.191,0.0,0.088,0.079,0.369
ENOG4107UXU,0.204,0.0,0.0,0.0,0.0,0.0
ENOG4107UY0,0.0,0.0,0.096,0.0,0.053,0.0
ENOG4107UY4,0.0,0.0,0.389,0.16,0.219,0.101
ENOG4107UYH,0.335,0.326,0.125,0.254,0.312,0.471
ENOG4107UZ7,0.0,0.0,0.344,0.392,0.396,0.134
ENOG4107UZ9,0.37,0.368,0.246,0.464,0.516,0.43
ENOG4107UZB,0.0,0.094,0.0,0.0,0.0,0.154
ENOG4107UZG,0.0,0.081,0.0,0.0,0.345,0.269
ENOG4107UZT,0.0,0.0,0.104,0.0,0.0,0.0
ENOG4107V0D,0.0,0.095,0.0,0.105,0.0,0.0
ENOG4107V0Q,0.112,0.08,0.112,0.0,0.152,0.192
ENOG4107V0S,0.0,0.0,0.115,0.0,0.0,0.0
ENOG4107V15,0.122,0.117,0.225,0.216,0.288,0.304
ENOG4107V17,0.104,0.0,0.0,0.0,0.125,0.0
ENOG4107V1D,0.238,0.0,0.157,0.21,0.0,0.208
ENOG4107V1K,0.366,0.284,0.213,0.226,0.276,0.264
ENOG4107V1Z,0.332,0.241,0.519,0.0,0.0,0.0
ENOG4107V41,0.0,0.0,0.139,0.0,0.0,0.263
ENOG4107V44,0.0,0.167,0.087,0.073,0.0,0.0
ENOG4107V4C,0.0,0.0,0.152,0.0,0.0,0.0
ENOG4107V4G,0.0,0.0,0.092,0.0,0.0,0.0
ENOG4107V4Z,0.0,0.0,0.0,0.166,0.0,0.177
ENOG4107V5J,0.0,0.0,0.0,0.179,0.0,0.0
ENOG4107V5Z,0.0,0.0,0.0,0.128,0.0,0.0
ENOG4107V66,0.0,0.0,0.0,0.173,0.0,0.0
ENOG4107V6E,0.0,0.0,0.0,0.107,0.0,0.0
ENOG4107V71,0.0,0.0,0.0,0.162,0.167,0.0
ENOG4107V7T,0.0,0.0,0.069,0.0,0.0,0.0
ENOG4107V7V,0.0,0.0,0.199,0.0,0.0,0.0
ENOG4107V8A,0.0,0.0,0.092,0.0,0.0,0.0
ENOG4107V8B,0.183,0.0,0.078,0.331,0.318,0.268
ENOG4107V8R,0.0,0.156,0.0,0.0,0.0,0.0
ENOG4107V91,0.368,0.173,0.752,0.176,0.144,0.0
ENOG4107V95,0.0,0.0,0.116,0.0,0.0,0.0
ENOG4107V98,0.0,0.0,0.078,0.122,0.0,0.0
ENOG4107V99,0.0,0.0,0.0,0.1,0.0,0.0
ENOG4107V9F,0.168,0.155,0.226,0.452,0.326,0.305
ENOG4107V9T,0.732,0.478,0.613,0.712,0.81,0.857
ENOG4107VA6,0.0,0.0,0.0,0.0,0.0,0.169
ENOG4107VAA,0.088,0.202,0.0,0.264,0.148,0.0
ENOG4107VAD,0.372,0.186,0.0,0.0,0.111,0.287
ENOG4107VAH,0.0,0.103,0.0,0.0,0.0,0.0
ENOG4107VAI,0.892,1.05,1.573,0.468,0.377,0.441
ENOG4107VAP,0.208,0.0,0.295,0.127,0.233,0.0
ENOG4107VAZ,0.0,0.0,0.09,0.0,0.0,0.0
ENOG4107VBA,0.0,0.0,0.0,0.0,0.143,0.0
ENOG4107VBG,0.099,0.084,0.0,0.155,0.0,0.0
ENOG4107VBH,0.267,0.0,0.0,0.0,0.0,0.0
ENOG4107VC5,0.82,0.513,0.333,0.284,0.244,0.264
ENOG4107VCD,0.0,0.0,0.0,0.0,0.0,0.164
ENOG4107VCH,0.336,0.312,0.574,0.0,0.0,0.0
ENOG4107VCJ,0.0,0.0,0.0,0.0,0.138,0.099
ENOG4107VCK,0.0,0.0,0.0,0.211,0.0,0.0
ENOG4107VCP,0.0,0.0,0.0,0.094,0.0,0.0
ENOG4107VD0,0.115,0.165,0.1,0.0,0.0,0.184
ENOG4107VDC,0.0,0.116,0.0,0.0,0.0,0.0
ENOG4107VDD,0.0,0.0,0.0,0.0,0.126,0.0
ENOG4107VDG,0.0,0.0,0.073,0.11,0.0,0.0
ENOG4107VDZ,0.0,0.0,0.0,0.0,0.0,0.102
ENOG4107VE9,0.0,0.0,0.16,0.0,0.125,0.0
ENOG4107VEC,0.0,0.0,0.219,0.0,0.0,0.0
ENOG4107VEG,0.569,0.401,0.755,0.25,0.085,0.191
ENOG4107VEV,0.0,0.0,0.542,0.167,0.0,0.0
ENOG4107VFA,0.2,0.0,0.173,0.22,0.186,0.0
ENOG4107VFP,0.137,0.0,0.0,0.0,0.0,0.0
ENOG4107VG9,0.456,0.484,0.487,0.373,0.55,0.615
ENOG4107VGW,0.0,0.0,0.0,0.082,0.0,0.0
ENOG4107VH8,0.217,0.527,0.291,0.586,0.311,0.259
ENOG4107VHF,0.077,0.0,0.0,0.0,0.0,0.0
ENOG4107VHP,0.222,0.0,0.0,0.0,0.0,0.104
ENOG4107VIC,0.298,0.33,0.209,0.321,0.341,0.284
ENOG4107VII,0.0,0.0,0.145,0.148,0.459,0.0
ENOG4107VIJ,0.0,0.0,0.0,0.0,0.066,0.0
ENOG4107VIM,0.376,0.365,0.79,0.968,1.156,0.591
ENOG4107VIS,0.0,0.0,0.059,0.128,0.0,0.0
ENOG4107VIV,0.0,0.0,0.159,0.0,0.0,0.0
ENOG4107VJ8,0.401,0.575,0.286,0.278,0.102,0.344
ENOG4107VJP,0.089,0.153,0.105,0.054,0.0,0.0
ENOG4107VKZ,0.0,0.0,0.0,0.697,0.346,0.0
ENOG4107VMA,0.46,0.222,0.128,0.225,0.221,0.335
ENOG4107VMB,0.0,0.0,0.061,0.112,0.0,0.0
ENOG4107VN2,0.0,0.0,0.0,0.078,0.0,0.0
ENOG4107VN6,0.0,0.0,0.0,0.0,0.0,0.125
ENOG4107VN9,0.46,0.0,0.488,0.0,0.0,0.0
ENOG4107VNK,1.332,0.957,0.743,0.667,0.614,1.209
ENOG4107VNP,0.172,0.167,0.0,0.107,0.267,0.102
ENOG4107VNR,0.241,0.0,0.297,0.394,0.0,0.176
ENOG4107VNW,0.655,0.576,0.6,0.515,0.6,0.691
ENOG4107VP9,0.0,0.0,0.0,0.075,0.0,0.0
ENOG4107VPB,0.577,0.515,0.589,0.544,0.409,0.588
ENOG4107VQ5,0.0,0.0,0.0,0.071,0.0,0.0
ENOG4107VQ6,0.0,0.0,0.0,0.275,0.0,0.0
ENOG4107VQP,0.154,0.0,0.119,0.209,0.136,0.16
ENOG4107VQS,0.0,0.0,0.071,0.077,0.0,0.0
ENOG4107VQY,0.243,0.119,0.253,0.31,0.082,0.113
ENOG4107VR5,0.098,0.146,0.0,0.221,0.0,0.0
ENOG4107VR8,0.0,0.0,0.0,0.0,0.0,0.134
ENOG4107VRI,0.0,0.0,0.0,0.083,0.0,0.0
ENOG4107VRM,0.0,0.0,0.093,0.0,0.0,0.0
ENOG4107VRS,1.478,1.725,1.716,1.397,1.69,1.401
ENOG4107VS3,0.0,0.0,0.0,0.158,0.0,0.0
ENOG4107VSG,0.0,0.0,0.16,0.0,0.0,0.0
ENOG4107VSV,0.253,0.641,0.42,0.286,0.453,0.404
ENOG4107VT6,0.0,0.0,0.356,0.164,0.0,0.0
ENOG4107VTA,0.487,0.471,0.325,0.41,0.644,0.529
ENOG4107VTH,0.0,0.121,0.0,0.0,0.0,0.0
ENOG4107VTP,0.631,0.905,0.115,0.707,1.242,1.456
ENOG4107VU0,0.0,0.0,0.139,0.0,0.117,0.0
ENOG4107VUF,0.0,0.0,0.0,0.0,0.0,0.074
ENOG4107VUG,0.299,0.0,0.0,0.08,0.0,0.172
ENOG4107VUR,0.199,0.164,0.065,0.138,0.155,0.222
ENOG4107VVR,0.0,0.0,0.086,0.0,0.0,0.0
ENOG4107VW2,0.0,0.0,0.0,0.084,0.0,0.0
ENOG4107VWG,0.0,0.0,0.0,0.0,0.225,0.0
ENOG4107VXG,0.46,0.882,0.62,0.513,0.697,0.385
ENOG4107VXQ,0.389,0.352,0.554,0.438,0.0,0.214
ENOG4107VY2,0.0,0.0,0.0,0.356,0.0,0.0
ENOG4107VYV,0.187,0.221,0.246,0.277,0.233,0.236
ENOG4107VYZ,1.253,1.141,0.937,0.703,0.489,0.692
ENOG4107VZ9,0.177,0.0,0.0,0.0,0.0,0.13
ENOG4107VZC,0.0,0.116,0.0,0.0,0.0,0.0
ENOG4107VZK,0.348,0.344,0.124,0.0,0.0,0.222
ENOG4107VZY,0.0,0.139,0.0,0.0,0.0,0.0
ENOG4107W09,0.0,0.0,0.096,0.0,0.0,0.0
ENOG4107W0Z,0.0,0.0,0.084,0.0,0.0,0.0
ENOG4107W19,0.088,0.094,0.0,0.0,0.0,0.0
ENOG4107W1Q,0.535,0.524,0.403,0.416,0.489,0.41
ENOG4107W24,0.0,0.0,0.0,0.16,0.0,0.0
ENOG4107W2K,0.0,0.0,0.0,0.0,0.0,0.077
ENOG4107W2Z,0.092,0.285,0.283,0.351,0.255,0.451
ENOG4107W34,0.057,0.082,0.043,0.0,0.0,0.0
ENOG4107W3R,0.127,0.174,0.171,0.689,0.725,0.375
ENOG4107W3T,0.0,0.0,0.0,0.257,0.266,0.0
ENOG4107W4M,0.212,0.262,0.375,0.187,0.178,0.3
ENOG4107W4R,0.489,0.379,1.29,1.387,1.214,0.757
ENOG4107W50,0.0,0.0,0.0,0.395,0.384,0.351
ENOG4107W53,0.087,0.0,0.104,0.0,0.0,0.0
ENOG4107W5B,0.0,0.0,0.0,0.403,0.291,0.0
ENOG4107W5P,0.0,0.074,0.0,0.0,0.0,0.0
ENOG4107W5V,0.0,0.0,0.14,0.0,0.0,0.0
ENOG4107W62,0.0,0.211,0.0,0.302,0.0,0.0
ENOG4107W66,0.158,0.0,0.16,0.0,0.0,0.0
ENOG4107W6A,0.0,0.0,0.099,0.0,0.0,0.154
ENOG4107W6G,0.0,0.111,0.0,0.0,0.0,0.0
ENOG4107W6P,0.378,0.436,0.306,0.334,0.395,0.381
ENOG4107W72,0.0,0.0,0.198,0.387,0.279,0.317
ENOG4107W73,0.0,0.0,0.0,0.0,0.215,0.0
ENOG4107W7W,0.836,0.83,0.377,0.652,0.514,0.406
ENOG4107W7X,0.0,0.0,0.346,0.188,0.207,0.0
ENOG4107W8C,0.982,0.919,1.095,1.04,0.756,1.222
ENOG4107W8M,0.0,0.0,0.0,0.084,0.0,0.0
ENOG4107W8R,0.633,0.623,0.577,0.749,0.625,0.334
ENOG4107W8Z,0.0,0.0,0.115,0.0,0.0,0.0
ENOG4107W9B,0.182,0.0,0.196,0.0,0.155,0.0
ENOG4107WB4,0.205,0.163,0.136,0.341,0.46,0.421
ENOG4107WBJ,0.726,0.635,0.239,0.436,0.269,0.819
ENOG4107WBV,0.0,1.76,0.586,1.16,0.879,0.0
ENOG4107WCG,0.542,0.562,0.491,0.928,0.628,0.84
ENOG4107WCY,0.524,0.794,0.346,0.235,0.614,0.628
ENOG4107WCZ,0.0,0.0,0.0,0.0,0.201,0.0
ENOG4107WD7,0.262,0.265,0.141,0.174,0.174,0.175
ENOG4107WDE,1.336,1.725,2.235,0.56,0.778,0.686
ENOG4107WE4,0.0,0.0,0.0,0.114,0.072,0.0
ENOG4107WE5,0.989,0.228,0.564,0.342,1.03,0.887
ENOG4107WES,0.0,0.0,0.0,0.0,0.0,0.092
ENOG4107WF9,0.0,0.0,0.0,0.0,0.0,0.135
ENOG4107WG1,0.0,0.242,0.0,0.0,0.0,0.0
ENOG4107WG8,0.398,0.415,0.939,0.884,0.972,0.578
ENOG4107WG9,0.0,0.0,0.0,0.212,0.237,0.151
ENOG4107WH4,0.0,0.213,0.116,0.0,0.155,0.0
ENOG4107WHE,0.0,0.0,0.0,0.14,0.0,0.0
ENOG4107WHG,0.0,0.0,0.0,0.15,0.0,0.0
ENOG4107WIQ,0.0,0.0,0.0,0.08,0.0,0.0
ENOG4107WJ3,0.188,0.415,0.275,0.76,0.406,0.716
ENOG4107WJA,0.147,0.0,0.0,0.124,0.0,0.252
ENOG4107WJB,0.0,0.0,0.0,0.0,0.0,0.129
ENOG4107WJG,0.193,0.137,0.307,0.127,0.0,0.0
ENOG4107WJT,0.0,0.0,0.17,0.168,0.233,0.0
ENOG4107WKJ,0.0,0.0,0.0,0.0,0.132,0.0
ENOG4107WM1,0.0,0.199,0.083,0.112,0.0,0.0
ENOG4107WMD,0.72,0.557,0.583,0.591,0.683,0.817
ENOG4107WME,0.087,0.0,0.293,0.12,0.189,0.0
ENOG4107WMQ,0.234,0.143,0.079,0.0,0.0,0.0
ENOG4107WMX,0.0,0.0,0.0,0.138,0.0,0.17
ENOG4107WNP,0.0,0.0,0.095,0.0,0.067,0.0
ENOG4107WNR,0.57,0.474,0.0,0.0,0.0,0.756
ENOG4107WP5,0.0,0.107,0.0,0.0,0.0,0.0
ENOG4107WP7,0.077,0.0,0.0,0.0,0.0,0.0
ENOG4107WPK,0.0,0.0,0.043,0.0,0.0,0.0
ENOG4107WPZ,0.0,0.0,0.105,0.0,0.0,0.0
ENOG4107WQC,0.254,0.253,0.202,0.291,0.165,0.495
ENOG4107WQE,0.067,0.0,0.0,0.0,0.0,0.0
ENOG4107WR6,0.0,0.0,0.0,0.0,0.092,0.0
ENOG4107WRB,0.0,0.141,0.0,0.0,0.0,0.0
ENOG4107WRI,0.382,0.409,0.405,0.307,0.347,0.505
ENOG4107WRM,0.0,0.0,0.08,0.0,0.0,0.0
ENOG4107WRP,0.0,0.0,0.112,0.0,0.0,0.0
ENOG4107WS5,0.0,0.0,0.0,0.0,0.238,0.0
ENOG4107WSR,0.0,0.141,0.0,0.0,0.0,0.0
ENOG4107WTB,0.118,0.094,0.0,0.0,0.0,0.0
ENOG4107WTQ,0.0,0.0,0.111,0.0,0.0,0.0
ENOG4107WU6,0.0,0.0,0.134,0.0,0.0,0.0
ENOG4107WU9,0.0,0.0,0.103,0.162,0.0,0.0
ENOG4107WUX,0.173,0.549,0.455,0.825,0.798,0.915
ENOG4107WUY,0.163,0.234,0.058,0.182,0.168,0.205
ENOG4107WV7,0.0,0.0,0.0,0.167,0.0,0.0
ENOG4107WV9,0.0,0.0,0.0,0.106,0.0,0.0
ENOG4107WVD,0.0,0.0,0.268,0.0,0.131,0.0
ENOG4107WVQ,0.0,0.0,0.0,0.082,0.0,0.0
ENOG4107WW5,1.105,1.119,1.439,1.141,1.164,1.312
ENOG4107WX2,0.139,0.0,0.0,0.218,0.184,0.0
ENOG4107WXF,0.342,0.263,0.0,0.0,0.0,0.35
ENOG4107WYG,0.0,0.0,0.0,0.0,0.103,0.0
ENOG4107WYS,0.565,0.257,0.0,0.398,0.38,0.512
ENOG4107WYV,0.0,0.0,0.0,0.0,0.0,0.097
ENOG4107WZ0,0.147,0.391,0.067,0.0,0.075,0.342
ENOG4107WZ2,0.0,0.0,0.578,0.997,0.836,0.403
ENOG4107WZJ,0.121,0.0,0.063,0.138,0.091,0.077
ENOG4107X0M,0.0,0.0,0.0,0.159,0.417,0.0
ENOG4107X0P,1.34,1.156,1.055,1.835,1.18,1.492
ENOG4107X12,0.0,0.0,0.089,0.0,0.101,0.0
ENOG4107X1B,0.18,0.0,0.363,0.0,0.242,0.114
ENOG4107X1N,0.0,0.0,0.0,0.0,0.405,0.0
ENOG4107X39,0.221,0.11,0.138,0.0,0.183,0.183
ENOG4107X3J,0.098,0.0,0.0,0.0,0.0,0.0
ENOG4107X3R,0.0,0.0,0.0,0.082,0.0,0.0
ENOG4107X3T,0.0,0.087,0.092,0.213,0.0,0.0
ENOG4107X43,0.0,0.083,0.0,0.0,0.0,0.0
ENOG4107X4A,0.104,0.093,0.0,0.071,0.088,0.079
ENOG4107X4J,0.295,0.143,0.0,0.274,0.0,0.227
ENOG4107X5H,0.0,0.0,0.096,0.0,0.0,0.0
ENOG4107X5K,0.207,0.08,0.0,0.0,0.0,0.09
ENOG4107X5R,0.0,0.0,0.0,0.0,0.142,0.0
ENOG4107X63,0.0,0.0,0.0,0.235,0.304,0.197
ENOG4107X6R,0.182,0.721,0.055,0.269,0.16,0.359
ENOG4107X86,0.063,0.134,0.3,0.0,0.109,0.226
ENOG4107X8V,1.427,1.463,0.803,0.977,0.942,0.556
ENOG4107XA8,0.0,0.072,0.0,0.185,0.163,0.0
ENOG4107XAR,0.395,0.881,0.277,0.344,0.304,0.583
ENOG4107XAZ,0.078,0.0,0.182,0.305,0.206,0.204
ENOG4107XBN,0.154,0.0,0.092,0.0,0.0,0.0
ENOG4107XCE,0.0,0.0,0.0,0.154,0.103,0.0
ENOG4107XCS,0.0,0.0,0.079,0.076,0.0,0.0
ENOG4107XCZ,0.128,0.543,1.408,0.375,0.362,0.113
ENOG4107XD8,0.301,0.697,0.981,0.11,0.563,0.304
ENOG4107XDA,0.0,0.089,0.0,0.106,0.0,0.0
ENOG4107XDE,0.124,0.0,0.0,0.0,0.0,0.0
ENOG4107XDF,0.163,0.33,0.301,0.0,0.24,0.229
ENOG4107XF4,0.0,0.0,0.107,0.0,0.0,0.0
ENOG4107XF8,0.12,0.0,0.0,0.0,0.0,0.0
ENOG4107XFF,0.158,0.0,0.071,0.154,0.0,0.0
ENOG4107XFJ,0.071,0.0,0.064,0.0,0.0,0.0
ENOG4107XG2,0.294,0.592,0.203,0.245,0.087,0.0
ENOG4107XGW,0.323,0.323,0.259,0.57,0.412,0.421
ENOG4107XGZ,0.17,0.0,0.203,0.084,0.0,0.062
ENOG4107XH4,0.381,0.396,0.453,0.484,0.38,0.076
ENOG4107XH9,0.426,0.314,0.26,0.474,0.468,0.571
ENOG4107XHB,0.0,0.284,0.242,0.0,0.0,0.0
ENOG4107XHE,0.0,0.0,0.0,0.0,0.128,0.0
ENOG4107XHF,0.0,0.0,0.0,0.113,0.0,0.0
ENOG4107XHT,0.0,0.0,0.0,0.161,0.709,0.0
ENOG4107XIJ,0.139,0.0,0.713,1.219,1.215,0.267
ENOG4107XIK,0.0,0.0,0.119,0.0,0.292,0.409
ENOG4107XIU,0.128,0.0,0.354,0.0,0.205,0.106
ENOG4107XJ3,0.118,0.162,0.193,0.141,0.188,0.0
ENOG4107XJ5,0.0,0.0,0.0,0.0,0.0,0.286
ENOG4107XJK,0.355,0.33,0.268,0.221,0.343,0.279
ENOG4107XJT,0.161,0.0,0.0,0.0,0.0,0.0
ENOG4107XKX,1.101,0.838,1.288,1.485,0.821,1.471
ENOG4107XMG,0.0,0.0,0.0,0.216,0.126,0.0
ENOG4107XN4,0.0,0.0,0.0,0.0,0.078,0.0
ENOG4107XN9,0.0,0.16,0.411,0.0,0.0,0.0
ENOG4107XNF,0.583,0.372,0.384,0.226,0.217,0.36
ENOG4107XNG,0.147,0.0,0.0,0.0,0.0,0.23
ENOG4107XP1,0.0,0.119,0.061,0.0,0.0,0.0
ENOG4107XP3,0.0,0.0,0.175,0.463,0.304,0.0
ENOG4107XP4,0.232,0.326,0.321,0.653,0.577,0.351
ENOG4107XPQ,0.175,0.0,0.229,0.249,0.463,0.452
ENOG4107XQ0,0.0,0.11,0.0,0.0,0.194,0.092
ENOG4107XQN,0.082,0.0,0.0,0.12,0.0,0.0
ENOG4107XRI,0.086,0.183,0.052,0.0,0.0,0.093
ENOG4107XSK,0.0,0.073,0.0,0.0,0.14,0.188
ENOG4107XSW,0.0,0.0,0.636,0.0,0.0,0.0
ENOG4107XT0,0.084,0.0,0.0,0.0,0.0,0.0
ENOG4107XT7,0.0,0.0,0.261,0.043,0.0,0.0
ENOG4107XTC,0.851,0.608,1.26,1.111,1.303,0.671
ENOG4107XTM,0.24,0.235,0.255,0.242,0.295,0.229
ENOG4107XU0,0.0,0.264,0.28,0.218,0.152,0.0
ENOG4107XU2,0.234,0.643,0.0,0.092,0.0,0.0
ENOG4107XU8,0.713,0.717,0.59,0.356,0.65,0.446
ENOG4107XUG,0.0,0.0,0.093,0.0,0.0,0.0
ENOG4107XUH,0.0,0.0,0.0,0.0,0.12,0.0
ENOG4107XUM,0.0,0.0,0.0,0.068,0.0,0.0
ENOG4107XUR,0.0,0.0,0.095,0.168,0.166,0.0
ENOG4107XVT,0.0,0.0,0.0,0.0,0.0,0.225
ENOG4107XWB,0.055,0.0,0.0,0.0,0.0,0.0
ENOG4107XWH,0.0,0.077,0.0,0.0,0.0,0.0
ENOG4107XX8,0.032,0.0,0.0,0.0,0.0,0.0
ENOG4107XXK,0.0,0.0,0.0,0.115,0.0,0.0
ENOG4107XXP,0.52,0.387,0.359,0.0,0.158,0.0
ENOG4107XXS,0.136,0.0,0.0,0.0,0.0,0.0
ENOG4107XY0,0.0,0.0,0.0,0.0,0.062,0.0
ENOG4107XY4,0.16,0.178,0.389,0.502,0.341,0.0
ENOG4107XYP,1.213,0.81,0.831,1.021,1.137,0.906
ENOG4107XYY,0.281,0.402,0.0,0.0,0.4,0.262
ENOG4107XZ2,0.105,0.0,0.0,0.0,0.127,0.0
ENOG4107XZ5,0.0,0.0,0.145,0.063,0.0,0.0
ENOG4107XZE,0.0,0.0,0.215,0.143,0.336,0.0
ENOG4107XZK,0.0,0.0,0.0,0.0,0.051,0.056
ENOG4107XZR,0.0,0.0,0.0,0.0,0.0,0.176
ENOG4107XZX,1.484,1.087,0.888,0.829,0.352,0.203
ENOG4107XZY,0.421,0.0,0.342,0.098,0.081,0.0
ENOG4107Y0T,0.238,0.0,0.702,0.052,0.0,0.0
ENOG4107Y0Z,0.448,0.413,0.487,0.453,0.492,0.364
ENOG4107Y13,0.113,0.0,0.268,0.0,0.115,0.093
ENOG4107Y1D,0.0,0.123,0.0,0.0,0.0,0.0
ENOG4107Y1R,0.253,0.241,0.522,0.248,0.435,0.249
ENOG4107Y26,0.141,0.0,0.0,0.206,0.449,0.232
ENOG4107Y2R,0.0,0.071,0.069,0.0,0.0,0.0
ENOG4107Y2X,0.191,0.342,0.0,0.136,0.0,0.0
ENOG4107Y36,0.155,0.0,0.087,0.0,0.098,0.0
ENOG4107Y3S,0.095,0.205,0.0,0.328,0.209,0.249
ENOG4107Y4K,0.0,0.0,0.0,0.256,0.0,0.0
ENOG4107Y5G,0.054,0.0,0.0,0.055,0.0,0.1
ENOG4107Y5I,0.168,0.0,0.71,0.11,0.0,0.184
ENOG4107Y5T,0.317,0.34,0.236,0.303,0.473,0.231
ENOG4107Y66,0.0,0.0,0.368,0.257,0.241,0.095
ENOG4107Y75,0.0,0.0,0.315,0.101,0.167,0.0
ENOG4107Y76,0.316,0.466,0.489,0.322,0.319,0.386
ENOG4107Y7R,0.0,0.0,0.0,0.084,0.0,0.0
ENOG4107Y86,0.325,0.0,0.0,0.153,0.118,0.431
ENOG4107Y8F,0.0,0.0,0.067,0.0,0.0,0.0
ENOG4107Y8G,0.234,0.499,0.565,0.357,0.375,0.14
ENOG4107Y96,0.334,0.355,0.251,0.356,0.212,0.624
ENOG4107Y9C,0.0,0.0,0.0,0.0,0.12,0.0
ENOG4107Y9T,0.062,0.0,0.0,0.104,0.0,0.092
ENOG4107YA2,0.359,0.163,0.0,0.21,0.295,0.332
ENOG4107YA3,0.087,0.0,0.084,0.0,0.0,0.0
ENOG4107YA8,0.507,0.476,0.455,0.306,0.118,0.0
ENOG4107YAG,0.0,0.0,0.051,0.076,0.057,0.0
ENOG4107YAJ,0.0,0.0,0.0,0.353,0.223,0.0
ENOG4107YAT,0.0,0.0,0.106,0.0,0.34,0.0
ENOG4107YAZ,0.341,0.454,0.603,0.408,0.536,0.333
ENOG4107YB8,0.0,0.0,0.236,0.856,0.576,0.358
ENOG4107YB9,0.068,0.0,0.0,0.0,0.0,0.0
ENOG4107YBB,0.075,0.0,0.0,0.07,0.144,0.0
ENOG4107YBC,0.0,0.0,0.0,0.0,0.0,0.118
ENOG4107YBU,0.0,0.0,0.0,0.0,0.0,0.071
ENOG4107YCH,0.299,0.0,0.0,0.0,0.0,0.147
ENOG4107YCI,0.312,0.421,0.0,0.061,0.104,0.154
ENOG4107YCQ,0.0,0.0,0.0,0.0,0.172,0.0
ENOG4107YCR,0.0,0.167,1.225,0.206,0.84,0.608
ENOG4107YCU,0.0,0.0,0.0,0.0,0.0,0.051
ENOG4107YD3,0.286,0.376,0.115,0.173,0.0,0.096
ENOG4107YD5,0.202,0.577,0.326,0.503,0.263,0.22
ENOG4107YE5,0.0,0.0,0.0,0.169,0.104,0.0
ENOG4107YEC,0.0,0.0,0.065,0.178,0.0,0.0
ENOG4107YEV,0.322,0.685,0.854,0.176,0.0,0.078
ENOG4107YF2,0.0,0.0,0.081,0.0,0.0,0.0
ENOG4107YF7,0.0,0.063,0.0,0.0,0.0,0.0
ENOG4107YFA,0.0,0.0,0.0,0.0,0.0,0.166
ENOG4107YG4,0.051,0.0,0.0,0.0,0.0,0.0
ENOG4107YG9,0.0,0.0,0.0,0.081,0.0,0.0
ENOG4107YH3,0.266,0.181,0.18,0.188,0.254,0.382
ENOG4107YH6,1.167,0.536,0.807,0.466,0.39,0.233
ENOG4107YHD,0.0,0.0,0.0,0.0,0.0,0.103
ENOG4107YHV,0.0,0.0,0.343,0.298,0.104,0.0
ENOG4107YIM,0.0,0.142,0.0,0.0,0.0,0.0
ENOG4107YIU,0.0,0.0,0.0,0.075,0.0,0.0
ENOG4107YJ7,0.134,0.0,0.193,0.236,0.218,0.0
ENOG4107YJB,0.0,0.0,0.088,0.0,0.0,0.0
ENOG4107YJH,0.0,0.0,0.219,0.38,0.123,0.0
ENOG4107YJP,0.0,0.0,0.0,0.0,0.117,0.0
ENOG4107YKW,0.256,0.315,0.348,0.377,0.408,0.316
ENOG4107YM3,0.217,0.0,0.0,0.0,0.0,0.189
ENOG4107YN0,0.0,0.0,0.098,0.0,0.0,0.0
ENOG4107YN6,0.0,0.0,0.063,0.0,0.0,0.0
ENOG4107YN9,0.0,0.0,0.0,0.083,0.0,0.0
ENOG4107YNZ,0.0,0.0,0.408,0.285,0.656,0.247
ENOG4107YPT,0.115,0.0,0.0,0.0,0.116,0.0
ENOG4107YPU,0.0,0.086,0.73,0.0,0.177,0.221
ENOG4107YQ0,0.0,0.0,0.0,0.08,0.0,0.229
ENOG4107YQ3,0.0,0.0,0.0,0.117,0.0,0.0
ENOG4107YR4,0.353,0.209,0.119,0.11,0.08,0.347
ENOG4107YR8,0.0,0.152,0.0,0.0,0.0,0.247
ENOG4107YRI,0.271,0.385,0.425,0.969,0.785,0.44
ENOG4107YRK,0.289,0.305,0.563,0.13,0.079,0.103
ENOG4107YSA,0.0,0.0,0.621,0.815,0.99,0.244
ENOG4107YSB,0.0,0.0,0.0,0.112,0.0,0.0
ENOG4107YSK,0.075,0.0,0.093,0.0,0.0,0.0
