# Gene Family,P1,P2,P3,P4,P5,P6
ENOG4105C5P,1.115,1.142,0.794,0.877,0.618,1.156
ENOG4105C5Q,0.0,0.0,0.071,0.0,0.0,0.167
ENOG4105C5R,1.681,1.863,1.492,1.849,1.315,1.871
ENOG4105C5S,0.334,0.773,1.079,1.898,1.708,0.749
ENOG4105C5T,5.551,5.633,6.216,5.028,4.924,4.598
ENOG4105C5U,6.098,5.921,8.457,7.043,6.063,5.295
ENOG4105C5V,3.044,3.41,2.621,4.092,3.731,3.275
ENOG4105C5W,0.701,0.456,0.699,0.762,0.953,0.508
ENOG4105C5X,0.246,0.247,0.273,0.35,0.25,0.0
ENOG4105C5Z,0.602,0.565,0.578,0.638,1.032,1.003
ENOG4105C62,1.865,2.329,4.114,3.28,3.081,2.299
ENOG4105C63,0.361,0.285,0.284,0.445,0.371,0.445
ENOG4105C64,5.898,5.989,7.283,6.179,6.364,5.486
ENOG4105C65,3.785,4.059,5.056,3.989,3.338,3.521
ENOG4105C66,1.153,1.024,2.253,1.486,1.43,1.111
ENOG4105C68,6.927,6.466,7.184,6.898,5.195,6.039
ENOG4105C6A,0.842,0.44,1.147,1.706,1.58,0.321
ENOG4105C6B,0.345,0.843,1.673,1.528,1.514,0.786
ENOG4105C6F,0.538,0.313,0.0,0.549,0.0,0.0
ENOG4105C6H,0.965,1.515,1.173,1.648,1.644,0.89
ENOG4105C6I,0.704,0.839,0.377,0.984,0.25,0.275
ENOG4105C6K,1.127,1.519,2.686,2.23,1.697,0.818
ENOG4105C6M,4.399,4.152,5.132,4.027,3.145,3.649
ENOG4105C6N,1.572,1.559,0.581,1.004,0.652,0.85
ENOG4105C6P,5.611,5.412,7.672,6.632,6.504,6.592
ENOG4105C6T,8.522,7.219,11.87,10.163,8.572,8.298
ENOG4105C6U,1.711,1.48,3.467,2.542,3.949,1.793
ENOG4105C6V,0.263,0.326,0.359,0.756,0.734,0.631
ENOG4105C6Y,2.93,2.944,3.404,2.778,2.828,2.234
ENOG4105C6Z,0.079,0.206,0.228,0.0,0.322,0.32
ENOG4105C70,5.652,5.998,6.779,5.966,6.476,4.729
ENOG4105C71,0.354,0.0,0.328,0.0,0.355,0.0
ENOG4105C72,0.105,0.0,0.083,0.06,0.195,0.0
ENOG4105C73,0.826,1.002,2.418,2.389,1.557,1.062
ENOG4105C75,1.199,1.238,2.119,2.295,1.767,1.414
ENOG4105C76,0.0,0.202,0.0,0.0,0.106,0.0
ENOG4105C77,1.295,1.059,1.936,2.178,1.492,1.482
ENOG4105C78,0.0,0.0,0.101,0.0,0.0,0.0
ENOG4105C79,0.795,0.853,0.523,1.097,1.077,0.92
ENOG4105C7B,1.657,1.393,2.218,2.725,2.447,2.935
ENOG4105C7C,0.75,0.647,1.971,1.688,1.816,1.46
ENOG4105C7D,4.757,4.764,4.598,5.131,4.489,3.771
ENOG4105C7E,1.324,1.452,2.055,2.631,2.5,1.549
ENOG4105C7H,0.418,0.231,0.666,0.525,0.664,0.183
ENOG4105C7I,0.0,0.0,0.0,0.145,0.0,0.0
ENOG4105C7J,0.0,0.0,0.0,0.114,0.0,0.0
ENOG4105C7K,3.732,2.937,5.731,3.729,2.659,2.284
ENOG4105C7N,1.582,2.067,1.822,2.358,2.022,1.982
ENOG4105C7P,2.233,2.209,2.791,2.867,2.195,1.406
ENOG4105C7Q,1.053,0.528,1.138,0.91,0.953,1.077
ENOG4105C7R,9.188,8.533,9.867,10.004,6.945,8.059
ENOG4105C7S,2.971,2.698,2.642,2.321,1.819,1.892
ENOG4105C7V,2.449,2.816,1.863,1.812,1.527,1.642
ENOG4105C7W,4.175,3.312,4.435,5.334,3.42,3.563
ENOG4105C7Y,0.083,0.081,0.096,0.224,0.216,0.199
ENOG4105C7Z,0.301,0.0,0.726,0.694,0.201,0.561
ENOG4105C80,7.221,6.639,6.552,7.049,5.048,5.543
ENOG4105C82,0.0,0.0,0.0,0.0,0.0,0.249
ENOG4105C83,1.183,1.096,1.379,0.635,0.805,1.446
ENOG4105C84,0.379,0.756,1.077,0.929,1.144,0.864
ENOG4105C85,0.0,0.0,0.255,0.0,0.114,0.0
ENOG4105C88,0.252,0.073,0.223,0.313,0.292,0.28
ENOG4105C89,0.784,0.498,0.793,0.507,1.014,0.924
ENOG4105C8A,0.855,0.958,1.34,1.758,1.644,1.254
ENOG4105C8B,0.23,0.157,0.151,0.0,0.298,0.0
ENOG4105C8D,5.312,5.232,5.289,6.586,6.739,4.289
ENOG4105C8E,0.0,0.168,0.524,0.379,0.203,0.0
ENOG4105C8F,0.0,0.0,0.0,0.0,0.13,0.0
ENOG4105C8H,0.0,0.0,0.0,0.0,0.312,0.0
ENOG4105C8K,2.413,2.326,4.185,3.485,2.747,2.494
ENOG4105C8M,0.522,0.458,0.598,0.95,0.796,0.648
ENOG4105C8N,1.11,1.265,2.563,1.343,0.638,1.233
ENOG4105C8P,0.0,0.0,0.065,0.0,0.0,0.0
ENOG4105C8Q,0.137,0.0,0.0,0.0,0.0,0.0
ENOG4105C8S,2.59,2.541,3.08,3.849,4.352,3.701
ENOG4105C8T,1.734,1.354,3.199,3.031,2.43,1.916
ENOG4105C8U,0.093,0.303,1.041,0.551,0.179,0.102
ENOG4105C8V,1.558,0.945,2.399,2.93,2.394,1.583
ENOG4105C8W,1.424,2.311,0.785,1.589,1.11,1.385
ENOG4105C8X,6.247,6.005,5.816,5.679,4.622,5.49
ENOG4105C8Y,5.545,3.754,4.537,4.321,3.496,3.632
ENOG4105C90,1.971,2.439,2.213,2.733,2.395,2.375
ENOG4105C91,4.122,3.441,4.153,4.552,3.767,2.773
ENOG4105C93,1.156,0.909,1.739,1.381,0.788,0.936
ENOG4105C95,0.0,0.0,0.12,0.0,0.135,0.0
ENOG4105C96,0.0,0.105,0.0,0.078,0.0,0.0
ENOG4105C98,0.166,0.206,0.651,0.826,0.966,0.416
ENOG4105C9A,2.339,2.72,3.309,2.79,1.74,1.231
ENOG4105C9B,1.897,1.908,3.078,2.978,2.311,2.298
ENOG4105C9C,0.535,0.412,0.579,0.583,0.419,0.276
ENOG4105C9F,0.724,1.009,1.14,0.932,0.656,0.576
ENOG4105C9G,0.491,0.201,0.274,0.688,0.524,0.362
ENOG4105C9H,1.818,1.705,1.98,2.505,1.634,0.677
ENOG4105C9I,0.0,0.17,0.572,0.765,0.66,0.506
ENOG4105C9K,0.952,0.456,0.539,0.796,1.053,0.537
ENOG4105C9M,2.052,1.957,3.204,2.573,2.392,2.214
ENOG4105C9Q,3.197,3.913,4.232,2.663,2.528,2.896
ENOG4105C9R,1.733,1.563,2.696,2.366,2.258,1.261
ENOG4105C9T,0.41,0.746,1.417,0.618,0.355,0.375
ENOG4105C9U,0.321,0.536,1.203,0.855,0.514,0.091
ENOG4105C9X,0.502,0.198,0.463,0.541,0.394,0.71
ENOG4105C9Y,0.33,0.459,0.482,0.895,0.752,0.459
ENOG4105CA0,0.227,0.143,0.165,0.0,0.318,0.215
ENOG4105CA1,2.381,3.801,3.214,3.919,2.873,2.571
ENOG4105CA3,0.0,0.0,0.16,0.0,0.165,0.0
ENOG4105CA4,1.553,1.351,3.013,2.745,2.489,1.084
ENOG4105CA5,0.7,0.811,0.357,0.562,0.538,1.192
ENOG4105CA6,0.471,0.69,0.522,0.654,0.626,0.554
ENOG4105CA8,3.728,3.764,5.771,5.013,5.961,3.74
ENOG4105CA9,3.253,2.942,2.774,2.373,2.912,1.788
ENOG4105CAA,0.542,0.199,0.195,0.217,0.092,0.128
ENOG4105CAC,0.0,0.106,0.129,0.265,0.0,0.0
ENOG4105CAD,0.0,0.0,0.0,0.0,0.0,0.126
ENOG4105CAE,0.366,0.815,0.589,0.488,0.77,0.79
ENOG4105CAF,0.171,0.136,0.205,0.245,0.21,0.0
ENOG4105CAG,0.0,0.177,0.209,0.0,0.137,0.319
ENOG4105CAH,0.0,0.096,0.087,0.0,0.0,0.0
ENOG4105CAI,1.068,0.981,0.839,1.358,1.31,1.43
ENOG4105CAJ,0.334,0.788,0.317,0.537,0.649,0.293
ENOG4105CAK,5.735,6.216,5.042,5.324,4.218,4.686
ENOG4105CAP,0.0,0.0,0.146,0.0,0.196,0.168
ENOG4105CAQ,1.826,1.327,1.241,1.75,1.742,1.97
ENOG4105CAS,2.948,3.55,3.026,2.82,2.268,2.415
ENOG4105CAT,0.429,0.579,1.063,0.239,0.699,0.471
ENOG4105CAV,6.06,6.318,7.924,7.27,6.518,5.842
ENOG4105CAW,0.214,0.119,0.264,0.201,0.0,0.142
ENOG4105CAX,0.0,0.0,0.033,0.0,0.0,0.0
ENOG4105CAY,1.255,1.376,0.816,1.046,0.689,0.981
ENOG4105CAZ,0.21,0.0,0.42,0.224,0.368,0.368
ENOG4105CB1,0.0,0.067,0.0,0.0,0.0,0.0
ENOG4105CB2,2.236,2.44,5.851,3.938,4.062,3.029
ENOG4105CB3,0.322,0.36,0.386,0.77,0.914,0.39
ENOG4105CB5,1.222,0.931,2.61,2.227,1.911,0.694
ENOG4105CB6,2.938,3.373,3.373,2.974,2.192,1.786
ENOG4105CB8,0.104,0.096,0.164,0.704,0.467,0.189
ENOG4105CB9,3.336,2.61,5.143,4.0,3.241,2.868
ENOG4105CBA,2.198,2.534,3.044,3.07,2.341,2.123
ENOG4105CBC,3.473,3.548,3.789,3.45,2.643,3.097
ENOG4105CBE,0.661,0.559,2.195,2.538,2.108,0.853
ENOG4105CBF,4.566,4.484,4.405,5.6,4.662,4.329
ENOG4105CBG,0.945,0.931,1.457,1.638,1.151,1.539
ENOG4105CBH,0.388,1.177,0.888,1.421,0.768,0.526
ENOG4105CBI,2.507,2.439,3.18,2.369,1.802,2.267
ENOG4105CBJ,0.264,0.0,0.108,0.063,0.157,0.0
ENOG4105CBM,2.135,2.249,1.975,3.247,2.596,1.788
ENOG4105CBR,0.23,0.128,0.391,0.173,0.0,0.0
ENOG4105CBS,0.192,0.219,0.401,1.071,1.14,0.223
ENOG4105CBT,3.303,3.502,5.055,3.1,2.041,2.462
ENOG4105CBZ,0.273,0.372,0.122,0.138,0.497,0.197
ENOG4105CC0,0.0,0.15,0.241,0.269,0.134,0.169
ENOG4105CC1,0.19,0.161,0.356,0.139,0.122,0.191
ENOG4105CC3,0.893,1.165,1.634,1.157,0.821,0.984
ENOG4105CC5,0.74,1.332,0.854,0.623,0.887,0.37
ENOG4105CC8,0.54,0.456,1.383,1.312,0.966,0.246
ENOG4105CC9,1.082,1.682,1.366,1.17,0.095,0.58
ENOG4105CCA,0.306,0.319,0.234,0.21,0.196,0.235
ENOG4105CCB,0.0,0.114,0.201,0.231,0.0,0.0
ENOG4105CCD,0.556,0.656,1.359,1.613,1.531,1.189
ENOG4105CCF,0.0,0.127,0.0,0.0,0.0,0.0
ENOG4105CCG,2.704,3.885,3.382,2.454,2.14,3.843
ENOG4105CCJ,1.314,1.939,1.912,2.357,1.335,1.478
ENOG4105CCK,0.67,0.609,0.761,1.705,1.056,1.135
ENOG4105CCP,1.758,1.895,2.989,1.821,1.475,1.56
ENOG4105CCQ,9.13,7.608,12.424,8.249,8.581,7.267
ENOG4105CCS,0.455,0.589,0.46,0.497,0.362,0.618
ENOG4105CCT,0.818,0.878,1.448,1.508,1.244,1.108
ENOG4105CCU,2.963,1.79,1.788,1.724,1.185,2.125
ENOG4105CCW,3.156,2.84,4.638,3.92,3.638,3.196
ENOG4105CCX,0.0,0.228,0.0,0.0,0.131,0.0
ENOG4105CCY,0.712,0.742,0.962,1.643,1.682,0.697
ENOG4105CCZ,1.757,1.576,2.221,2.927,2.793,1.943
ENOG4105CD2,0.192,0.0,0.735,0.17,0.3,0.284
ENOG4105CD3,3.747,3.9,3.126,4.382,3.186,2.69
ENOG4105CD4,0.0,0.0,0.0,0.0,0.0,0.078
ENOG4105CD5,0.941,1.276,1.168,1.172,0.786,1.365
ENOG4105CD7,0.0,0.218,0.0,0.0,0.0,0.097
ENOG4105CD8,0.0,0.0,0.0,0.195,0.248,0.0
ENOG4105CD9,2.943,2.379,4.427,2.956,1.841,2.875
ENOG4105CDA,3.161,2.977,2.47,1.673,1.48,1.719
ENOG4105CDB,0.6,0.636,1.152,1.343,1.56,1.213
ENOG4105CDF,5.194,5.134,6.618,5.172,4.918,4.141
ENOG4105CDG,6.241,6.356,8.204,6.199,5.718,5.21
ENOG4105CDH,5.26,4.736,5.18,4.388,3.777,4.4
ENOG4105CDI,0.0,0.087,0.0,0.0,0.457,0.0
ENOG4105CDJ,0.0,0.0,0.0,0.064,0.0,0.0
ENOG4105CDK,1.984,1.926,3.397,2.337,1.563,1.835
ENOG4105CDM,1.112,1.551,2.964,2.366,1.939,1.669
ENOG4105CDP,4.181,5.053,4.366,5.301,4.193,4.004
ENOG4105CDR,0.59,0.601,0.686,0.601,0.542,0.883
ENOG4105CDU,1.045,1.617,1.081,1.32,1.494,1.342
ENOG4105CDW,0.0,0.0,0.185,0.0,0.104,0.0
ENOG4105CDY,4.319,4.424,3.724,4.376,3.8,3.918
ENOG4105CDZ,1.381,1.138,1.419,1.444,1.196,1.511
ENOG4105CE0,0.0,0.219,0.0,0.248,0.0,0.125
ENOG4105CE1,0.78,0.688,0.646,1.344,1.22,0.914
ENOG4105CE2,1.017,1.197,0.901,1.256,1.002,1.656
ENOG4105CE4,0.0,0.0,0.0,0.0,0.137,0.0
ENOG4105CE5,0.284,0.27,0.408,0.0,0.128,0.18
ENOG4105CE6,0.551,0.354,0.796,0.728,0.752,0.604
ENOG4105CE7,1.566,1.424,0.941,1.305,1.017,1.457
ENOG4105CE8,0.351,0.0,0.161,0.223,0.131,0.276
ENOG4105CE9,4.657,3.689,5.375,5.027,4.248,3.858
ENOG4105CEA,0.776,1.346,1.404,0.929,1.203,1.101
ENOG4105CEB,0.62,0.477,0.269,0.388,0.334,0.447
ENOG4105CEC,1.058,0.934,1.414,1.752,1.431,1.474
ENOG4105CEH,1.296,1.01,2.02,1.465,1.403,0.995
ENOG4105CEI,0.18,0.0,0.0,0.0,0.17,0.132
ENOG4105CEJ,6.149,6.443,9.559,8.939,7.586,5.711
ENOG4105CEK,1.0,1.497,1.704,1.519,1.245,1.405
ENOG4105CEN,0.273,0.0,0.108,0.137,0.162,0.0
ENOG4105CEP,0.798,1.019,1.368,0.987,1.131,0.868
ENOG4105CEQ,0.0,0.0,0.0,0.141,0.0,0.0
ENOG4105CER,6.021,6.242,6.111,5.658,6.467,5.518
ENOG4105CET,0.693,0.275,1.248,0.995,1.155,0.639
ENOG4105CEU,0.933,0.804,0.556,0.845,0.918,0.71
ENOG4105CEV,0.263,0.352,0.293,0.223,0.486,0.196
ENOG4105CEY,5.311,6.467,6.118,5.059,4.748,4.883
ENOG4105CEZ,0.143,0.17,0.226,0.54,0.126,0.116
ENOG4105CF0,0.0,0.0,0.0,0.0,0.0,0.095
ENOG4105CF1,0.0,0.091,0.0,0.0,0.087,0.0
ENOG4105CF2,0.0,0.0,0.111,0.0,0.0,0.0
ENOG4105CF3,1.644,1.276,2.251,1.295,1.657,1.769
ENOG4105CF4,2.056,2.059,4.013,3.04,2.809,2.184
ENOG4105CF5,0.588,0.731,0.407,0.23,0.165,0.0
ENOG4105CF7,0.201,0.089,0.594,0.236,0.0,0.126
ENOG4105CF8,1.873,2.136,1.824,2.212,1.616,1.29
ENOG4105CF9,0.794,0.95,0.466,0.475,0.722,0.619
ENOG4105CFB,3.677,3.808,3.056,2.938,2.771,3.113
ENOG4105CFC,0.16,0.0,0.0,0.13,0.15,0.0
ENOG4105CFD,9.07,8.882,11.667,7.72,6.859,6.609
ENOG4105CFF,0.591,0.498,0.738,0.766,0.679,0.22
ENOG4105CFG,7.5,6.424,10.479,7.538,6.832,5.928
ENOG4105CFH,3.538,3.849,4.489,4.157,3.216,3.486
ENOG4105CFK,0.0,0.0,0.121,0.314,0.0,0.0
ENOG4105CFM,0.881,0.579,0.468,0.457,0.239,0.188
ENOG4105CFN,1.8,1.691,1.962,2.285,1.962,1.796
ENOG4105CFP,0.231,0.444,0.246,0.298,0.209,0.338
ENOG4105CFQ,0.496,0.585,0.443,0.297,0.533,0.579
ENOG4105CFT,0.0,0.0,0.0,0.099,0.089,0.0
ENOG4105CFX,0.0,0.0,0.666,0.929,1.22,0.725
ENOG4105CFY,0.0,0.0,0.232,0.387,0.0,0.232
ENOG4105CFZ,1.921,1.777,3.671,3.885,3.466,2.576
ENOG4105CG0,3.46,4.0,4.63,4.835,3.45,2.863
ENOG4105CG1,2.045,2.204,3.379,2.867,2.749,1.326
ENOG4105CG2,0.0,0.135,0.0,0.253,0.182,0.12
ENOG4105CG3,1.773,1.365,2.806,2.115,2.12,1.854
ENOG4105CG4,0.117,0.0,0.0,0.0,0.0,0.237
ENOG4105CG6,2.005,1.763,1.174,1.725,1.341,0.89
ENOG4105CG9,0.106,0.538,0.103,0.0,0.341,0.0
ENOG4105CGA,1.242,1.303,1.319,1.2,0.875,1.151
ENOG4105CGC,0.245,0.0,0.652,1.023,0.71,0.602
ENOG4105CGD,0.0,0.0,0.458,0.471,0.0,0.079
ENOG4105CGE,0.0,0.0,0.0,0.0,0.334,0.0
ENOG4105CGG,3.314,4.438,4.35,4.383,4.389,3.414
ENOG4105CGH,0.082,0.0,0.0,0.214,0.0,0.0
ENOG4105CGJ,1.104,0.458,1.393,1.908,1.788,0.764
ENOG4105CGK,1.298,0.734,1.246,1.253,0.921,1.179
ENOG4105CGM,1.223,0.938,1.458,0.598,0.69,0.412
ENOG4105CGP,2.411,2.479,4.349,2.987,3.112,2.596
ENOG4105CGQ,0.474,0.424,1.072,1.651,2.183,0.502
ENOG4105CGR,1.91,1.812,2.76,2.64,3.031,1.743
ENOG4105CGT,2.184,2.59,2.912,2.716,2.117,1.533
ENOG4105CGU,0.704,0.7,0.405,0.581,0.32,0.616
ENOG4105CGV,15.722,15.07,19.649,15.555,15.146,15.747
ENOG4105CGW,0.353,0.177,0.439,0.488,0.889,0.762
ENOG4105CGY,0.439,0.81,0.313,0.468,0.331,0.269
