# Gene Family,P1,P2,P3,P4,P5,P6
K11263,1.019,1.217,1.553,0.827,0.473,0.443
K11312,0.186,0.449,0.204,0.0,0.0,0.124
K11329,0.0,0.08,0.0,0.0,0.0,0.068
K11333,0.0,0.0,0.234,0.0,0.0,0.0
K11334,0.0,0.0,0.167,0.0,0.0,0.0
K11335,0.0,0.0,0.111,0.0,0.0,0.0
K11357,0.188,0.158,0.0,0.0,0.0,0.0
K11358,0.0,0.198,0.16,0.348,0.212,0.083
K11381,0.87,0.851,1.3,1.157,0.601,1.212
K11384,0.408,0.369,0.94,0.203,0.514,0.607
K11386,0.0,0.0,0.145,0.0,0.0,0.0
K11389,0.0,0.0,0.094,0.093,0.0,0.0
K11410,0.0,0.234,0.0,0.0,0.0,0.0
K11440,0.107,0.0,0.179,0.12,0.0,0.0
K11443,10.799,10.218,5.396,6.687,7.254,9.626
K11472,1.284,0.0,0.0,0.0,0.0,0.0
K11473,1.712,1.825,2.296,2.245,1.787,1.728
K11475,0.121,0.181,0.151,0.114,0.148,0.491
K11476,0.0,0.135,0.0,0.0,0.0,0.0
K11477,0.0,0.151,0.064,0.139,0.072,0.155
K11529,0.889,0.857,0.574,0.56,0.644,0.743
K11532,4.521,5.672,3.029,3.111,2.629,3.597
K11533,0.081,0.0,0.0,0.0,0.0,0.0
K11600,0.061,0.0,0.398,0.0,0.0,0.0
K11608,0.0,0.0,0.249,0.0,0.0,0.0
K11609,0.092,0.0,0.117,0.0,0.0,0.0
K11611,0.0,0.0,0.308,0.065,0.0,0.0
K11614,0.0,0.0,0.12,0.0,0.0,0.0
K11645,0.922,1.179,1.72,2.25,2.818,2.084
K11688,1.114,1.445,1.638,1.89,1.488,1.913
K11689,0.225,0.235,0.559,0.362,0.42,0.335
K11690,4.516,3.178,2.247,4.366,3.639,3.68
K11691,0.0,0.0,0.163,0.0,0.0,0.0
K11717,3.98,3.868,3.912,5.197,3.416,3.825
K11719,0.0,0.0,0.0,0.105,0.0,0.0
K11720,0.248,0.189,0.295,0.445,0.0,0.182
K11731,1.213,0.957,1.598,1.277,1.101,1.079
K11735,0.076,0.0,0.132,0.0,0.0,0.11
K11738,0.124,0.0,0.536,0.133,0.0,0.09
K11740,0.0,0.0,0.0,0.0,0.0,0.162
K11741,0.192,0.238,0.178,0.352,0.505,0.533
K11747,0.226,0.193,0.177,0.296,0.123,0.116
K11749,0.928,0.609,0.46,1.329,0.671,0.894
K11752,2.394,1.309,2.523,2.048,0.957,1.606
K11753,0.5,0.801,0.97,1.074,0.946,0.284
K11754,0.531,0.764,0.582,0.812,0.583,0.459
K11755,0.186,0.42,0.114,0.438,0.0,0.133
K11777,0.0,0.0,0.0,0.124,0.0,0.0
K11779,1.67,1.846,2.444,1.185,1.003,0.535
K11781,0.0,0.0,0.074,0.102,0.0,0.0
K11782,1.046,0.667,1.017,0.707,0.408,0.621
K11783,0.0,0.0,0.084,0.0,0.0,0.0
K11784,3.098,3.162,5.057,4.685,4.682,3.985
K11785,1.964,1.84,3.005,2.053,2.095,2.157
K11890,0.242,0.156,0.0,0.146,0.0,0.183
K11891,0.129,0.0,0.0,0.0,0.0,0.0
K11892,0.0,0.0,0.321,0.0,0.259,0.0
K11893,0.824,1.054,0.572,0.858,0.551,0.537
K11894,0.0,0.16,0.161,0.0,0.0,0.0
K11895,0.126,0.1,0.0,0.077,0.0,0.189
K11896,0.201,0.267,0.136,0.178,0.132,0.264
K11897,0.0,0.0,0.0,0.0,0.0,0.074
K11900,1.752,2.265,1.542,2.222,1.836,2.302
K11901,0.734,1.08,0.672,0.686,1.032,0.778
K11903,0.08,0.12,0.276,0.118,0.0,0.302
K11904,0.0,0.0,0.0,0.0,0.0,0.228
K11905,0.095,0.0,0.0,0.0,0.0,0.149
K11906,0.084,0.0,0.0,0.0,0.0,0.205
K11907,1.186,1.034,1.297,0.894,1.015,0.702
K11924,4.095,4.171,1.772,3.992,2.495,2.936
K11927,0.525,0.266,1.232,1.532,1.585,1.064
K11936,0.0,0.0,0.0,0.0,0.0,0.077
K11939,0.086,0.108,0.208,0.063,0.0,0.094
K11940,0.864,0.652,0.622,1.221,0.821,1.245
K11942,0.0,0.0,0.352,0.293,0.47,0.0
K11959,3.552,2.842,2.964,3.306,3.189,3.15
K11960,2.067,1.827,1.74,2.094,1.549,1.322
K11961,2.366,2.483,1.663,2.072,1.303,2.114
K11962,1.258,0.435,0.463,1.048,0.836,0.445
K11963,1.107,1.798,0.973,1.544,1.751,1.788
K11991,3.554,3.853,4.136,3.959,2.462,2.91
K12068,0.0,0.0,0.0,0.0,0.141,0.0
K12132,8.651,6.448,5.45,5.094,4.313,4.093
K12140,1.507,1.509,1.779,2.553,1.79,1.164
K12141,1.293,1.789,1.923,2.146,1.889,1.209
K12234,0.118,0.154,0.165,0.0,0.0,0.0
K12235,0.105,0.0,0.0,0.342,0.286,0.193
K12251,1.439,1.107,1.611,1.233,1.167,1.146
K12256,0.101,0.121,0.0,0.074,0.0,0.0
K12257,0.615,0.185,0.694,0.522,0.247,0.392
K12262,0.7,0.427,0.0,0.291,0.071,0.0
K12267,0.0,0.0,0.07,0.192,0.177,0.0
K12308,0.0,0.227,0.159,0.0,0.0,0.101
K12339,0.896,0.92,2.065,2.234,1.958,1.061
K12340,0.4,0.952,0.314,0.977,0.521,0.401
K12368,0.599,0.75,0.224,0.632,0.886,0.636
K12369,0.669,0.907,0.636,0.446,0.705,0.568
K12370,0.915,0.544,0.634,0.499,1.006,0.956
K12371,0.951,0.339,0.459,0.517,0.953,0.631
K12372,0.677,0.459,0.36,0.453,0.426,0.195
K12373,0.0,0.138,0.119,0.077,0.176,0.0
K12405,0.0,0.0,0.141,0.0,0.0,0.0
K12410,1.072,1.732,1.369,2.417,1.238,1.942
K12452,0.673,0.93,1.627,1.122,1.196,0.994
K12454,1.211,1.698,1.809,0.827,1.227,0.993
K12466,0.0,0.043,0.0,0.032,0.0,0.0
K12500,0.0,0.0,0.0,0.0,0.0,0.108
K12503,0.606,0.362,0.373,0.42,0.131,0.272
K12506,0.334,0.388,0.699,1.163,0.791,0.43
K12507,0.364,0.59,0.0,0.0,0.098,0.0
K12508,1.05,0.739,0.478,0.07,0.071,0.157
K12510,2.219,3.538,3.077,2.736,2.209,1.196
K12511,5.681,4.915,4.225,3.404,3.74,4.016
K12541,0.0,0.0,0.0,0.0,0.0,0.078
K12542,0.118,0.104,0.0,0.087,0.0,0.0
K12543,0.095,0.0,0.0,0.0,0.0,0.0
K12573,1.047,1.36,1.332,1.921,1.34,1.72
K12574,3.712,3.054,4.044,3.993,3.102,1.921
K12589,0.0,0.0,0.221,0.0,0.0,0.0
K12658,0.374,0.18,0.388,0.4,0.0,0.314
K12661,0.076,0.307,0.273,0.0,0.0,0.1
K12834,0.0,0.0,0.0,0.039,0.0,0.0
K12941,3.056,3.186,2.098,2.73,2.612,2.404
K12942,0.16,0.0,0.0,0.549,0.15,0.208
K12957,0.144,0.134,0.0,0.141,0.127,0.275
K12960,2.508,2.407,1.69,2.415,2.818,2.379
K12972,0.173,0.07,0.0,0.129,0.0,0.116
K12978,0.106,0.2,0.033,0.219,0.0,0.167
K12979,0.218,0.278,0.162,0.241,0.0,0.0
K12989,0.139,0.149,0.0,0.0,0.0,0.0
K12990,0.0,0.11,0.0,0.0,0.0,0.0
K12994,0.0,0.215,0.223,0.0,0.0,0.0
K13010,0.081,0.0,0.0,0.24,0.0,0.0
K13012,0.0,0.0,0.0,0.067,0.0,0.0
K13013,1.755,1.61,0.98,1.189,1.09,1.057
K13015,2.559,2.546,3.54,2.014,2.645,2.445
K13018,0.0,0.158,0.0,0.0,0.0,0.0
K13020,0.0,0.19,0.0,0.0,0.0,0.0
K13021,0.097,0.0,0.154,0.052,0.0,0.102
K13038,1.463,1.949,1.747,2.45,1.616,1.516
K13039,1.052,1.373,0.643,1.011,1.001,1.195
K13051,0.0,0.0,0.527,0.615,0.396,0.107
K13057,1.076,0.817,1.042,0.991,0.985,1.078
K13063,0.0,0.0,0.0,0.072,0.0,0.0
K13075,0.227,0.181,0.146,0.313,0.138,0.274
K13237,0.431,0.0,0.449,0.0,0.0,0.0
K13256,0.0,0.0,0.0,0.0,0.092,0.0
K13282,0.059,0.127,0.268,0.157,0.104,0.141
K13288,0.279,0.307,0.079,0.052,0.279,0.099
K13292,1.427,1.247,1.158,1.057,1.033,1.084
K13378,0.0,0.162,0.27,0.5,0.394,0.155
K13380,0.0,0.0,0.127,0.0,0.12,0.121
K13419,0.0,0.0,0.0,0.0,0.113,0.0
K13472,0.0,0.0,0.0,0.0,0.0,0.099
K13481,0.0,0.0,0.187,0.0,0.0,0.0
K13482,1.027,0.646,0.777,0.943,1.158,1.43
K13483,5.89,4.651,3.718,4.151,3.356,3.765
K13485,0.0,0.0,0.0,0.076,0.0,0.0
K13489,0.0,0.149,0.277,0.0,0.0,0.0
K13490,0.222,0.128,0.558,1.079,0.751,0.489
K13503,1.068,1.152,0.906,1.128,1.062,1.09
K13525,3.658,3.575,3.91,1.938,2.016,1.796
K13527,4.805,4.657,4.359,4.709,2.67,3.432
K13529,0.0,0.138,0.192,0.0,0.0,0.0
K13541,0.0,0.0,0.16,0.0,0.0,0.0
K13542,0.688,1.367,1.777,0.982,1.246,0.925
K13570,0.287,0.426,0.652,0.225,0.334,0.67
K13571,3.954,4.023,5.146,4.251,3.295,3.325
K13572,0.0,0.0,0.386,0.401,0.364,0.195
K13573,0.3,0.315,0.896,0.752,0.662,0.0
K13574,0.906,0.844,0.757,0.606,0.211,0.859
K13581,3.062,3.178,1.957,3.019,2.179,2.716
K13583,0.744,0.909,0.692,0.5,0.169,1.075
K13584,3.853,4.368,1.933,3.021,2.588,3.889
K13587,1.444,1.693,0.812,1.05,0.268,0.521
K13588,1.359,1.123,0.547,1.657,0.868,1.159
K13589,6.305,8.846,4.295,6.16,5.87,6.147
K13590,0.144,0.096,0.0,0.088,0.0,0.0
K13592,1.71,1.458,1.299,1.324,0.954,1.2
K13598,0.732,1.133,0.752,0.498,0.448,0.552
K13599,4.339,4.658,3.428,4.232,3.137,3.166
K13622,0.0,0.0,0.0,0.099,0.0,0.0
K13623,0.0,0.0,0.0,0.113,0.0,0.0
K13626,1.21,0.86,1.508,0.675,0.737,1.061
K13628,2.329,2.173,2.945,4.206,3.067,3.727
K13633,0.0,0.121,0.0,0.0,0.0,0.0
K13634,0.0,0.0,0.0,0.0,0.0,0.402
K13635,0.148,0.0,0.0,0.0,0.0,0.28
K13639,0.503,0.38,0.081,0.023,0.331,0.317
K13640,1.035,1.06,2.008,0.777,0.596,0.177
K13641,0.315,0.215,0.411,0.355,0.363,0.519
K13643,0.432,0.843,0.669,0.695,0.603,0.203
K13652,0.271,0.14,0.094,0.122,0.201,0.212
K13653,0.138,0.0,0.0,0.0,0.11,0.0
K13668,0.0,0.088,0.097,0.231,0.0,0.115
K13688,0.0,0.0,0.0,0.153,0.0,0.0
K13693,0.201,0.075,0.0,0.204,0.266,0.175
K13747,0.0,0.0,0.141,0.0,0.0,0.0
K13766,1.755,1.167,1.24,0.729,0.82,0.737
K13771,0.4,0.197,0.0,0.537,0.0,0.245
K13774,0.176,0.525,0.222,0.258,0.136,0.291
K13775,2.662,3.734,3.378,2.893,3.074,2.638
K13778,0.916,0.789,0.47,0.677,0.479,0.464
K13787,0.155,0.0,0.0,0.332,0.109,0.0
K13788,0.0,0.0,0.398,0.378,0.31,0.194
K13789,2.052,1.891,2.029,1.876,1.485,1.587
K13795,0.155,0.162,0.0,0.092,0.112,0.0
K13796,0.818,0.907,0.543,0.704,0.469,0.378
K13798,0.34,0.576,0.669,0.311,0.203,0.088
K13810,0.254,0.138,0.116,0.13,0.128,0.121
K13819,0.0,0.0,0.077,0.0,0.0,0.0
K13821,2.233,2.593,1.619,1.312,1.435,1.348
K13829,0.0,0.0,0.0,0.138,0.0,0.0
K13832,0.544,0.418,0.641,0.562,0.477,0.786
K13874,0.176,0.21,0.206,0.0,0.0,0.069
K13875,0.333,0.684,0.241,0.393,0.323,0.309
K13876,0.52,0.735,0.444,0.28,0.205,0.585
K13890,0.0,0.084,0.0,0.0,0.0,0.0
K13891,0.525,0.215,0.2,0.727,0.346,0.704
K13893,1.996,1.894,1.184,1.115,1.252,1.703
K13894,2.385,2.424,1.636,2.26,1.074,2.026
K13895,1.781,1.281,1.313,1.523,1.07,1.158
K13896,1.618,1.924,1.288,1.177,0.993,0.857
K13924,1.524,1.872,1.172,0.821,0.865,0.775
K13926,0.959,1.014,1.022,0.927,1.152,0.864
K13929,0.196,0.265,0.119,0.11,0.334,0.154
K13931,0.0,0.0,0.084,0.092,0.0,0.0
K13932,0.0,0.132,0.0,0.0,0.0,0.0
K13933,0.0,0.0,0.0,0.0,0.0,0.098
K13953,6.962,5.751,6.456,5.731,4.735,3.642
K13954,0.245,0.411,0.556,0.184,0.0,0.295
K13979,1.532,1.225,1.707,1.61,1.769,1.64
K13990,0.455,0.589,0.46,0.497,0.362,0.618
K13993,0.537,0.712,1.217,2.056,1.852,1.945
K13995,0.105,0.113,0.0,0.0,0.12,0.0
K14048,0.042,0.687,0.601,0.464,0.526,0.09
K14052,0.0,0.0,0.053,0.0,0.0,0.0
K14058,0.424,0.36,1.039,1.906,2.052,0.888
K14067,0.0,0.603,0.103,0.391,0.101,0.0
K14083,0.139,0.0,0.0,0.0,0.099,0.179
K14086,0.0,0.0,0.0,0.0,0.095,0.0
K14087,0.0,0.0,0.0,0.14,0.0,0.0
K14088,0.0,0.0,0.074,0.0,0.0,0.0
K14089,0.0,0.0,0.109,0.119,0.0,0.107
K14090,0.0,0.0,0.0,0.0,0.0,0.092
K14096,0.0,0.0,0.0,0.041,0.0,0.0
K14126,0.0,0.0,0.286,0.619,0.533,0.216
K14127,0.0,0.0,0.32,0.935,0.0,0.084
K14128,0.0,0.0,0.362,0.548,0.432,0.0
K14136,0.0,0.0,0.0,0.089,0.0,0.0
K14155,0.665,0.484,0.422,0.503,0.377,0.286
K14161,0.256,0.315,0.348,0.53,0.558,0.316
K14162,1.552,2.059,0.971,1.422,0.969,0.558
K14170,0.694,0.717,0.973,0.939,0.587,1.366
K14188,0.0,0.0,0.082,0.0,0.0,0.0
K14215,0.0,0.1,0.0,0.0,0.0,0.151
K14259,0.338,0.183,0.311,0.089,0.472,0.327
K14260,0.055,0.232,0.273,0.366,0.348,0.0
K14261,6.766,7.35,5.83,6.06,4.715,5.977
K14266,0.0,0.0,0.125,0.0,0.109,0.0
K14267,0.366,0.165,0.083,0.331,0.28,0.093
K14274,0.0,0.0,0.0,0.106,0.114,0.0
K14333,1.115,0.863,0.488,1.304,0.405,0.218
K14335,0.0,0.104,0.0,0.092,0.0,0.0
K14338,0.1,0.105,0.136,0.08,0.0,0.121
K14392,0.362,0.113,0.0,0.0,0.0,0.128
K14393,0.571,0.651,0.611,1.59,1.055,0.707
K14414,0.0,0.106,0.109,0.162,0.0,0.086
K14415,2.712,2.752,4.322,4.093,4.886,4.189
K14441,5.171,5.09,4.913,5.6,5.193,3.711
K14445,1.302,1.784,0.306,0.978,0.555,0.519
K14446,4.332,4.012,3.061,3.11,3.082,3.522
K14447,2.921,2.559,2.397,2.517,1.44,1.677
K14448,3.057,3.33,2.098,2.746,1.509,1.95
K14449,2.37,2.534,1.13,1.645,1.224,1.965
K14470,0.191,0.156,0.251,0.453,0.529,0.353
K14471,0.0,0.0,0.498,0.197,0.53,0.472
K14472,0.0,0.0,0.0,0.0,0.0,0.304
K14520,0.234,0.148,0.091,0.25,0.11,0.0
K14534,1.398,1.668,0.791,0.941,0.597,1.34
K14574,0.0,0.0,0.072,0.198,0.0,0.0
K14578,0.0,0.135,0.0,0.125,0.0,0.0
K14631,0.0,0.17,0.0,0.0,0.0,0.0
K14652,5.41,4.711,6.109,6.278,5.064,4.458
K14654,0.0,0.0,0.173,0.0,0.0,0.0
K14656,0.0,0.127,0.0,0.0,0.0,0.0
K14660,0.697,0.363,0.429,0.422,0.256,0.227
K14667,0.0,0.075,0.088,0.0,0.0,0.0
K14669,0.242,0.176,0.0,0.0,0.0,0.0
K14670,0.0,0.0,0.0,0.204,0.0,0.0
K14671,0.0,0.0,0.113,0.0,0.0,0.137
K14673,0.0,0.0,0.193,0.0,0.0,0.0
K14682,0.0,0.0,0.231,0.156,0.137,0.0
K14683,0.768,0.896,0.202,0.357,0.308,0.228
K14727,0.0,0.0,0.041,0.0,0.0,0.21
K14728,0.375,0.404,0.669,0.35,0.196,0.146
K14731,0.666,0.0,0.0,0.276,0.72,0.327
K14733,0.721,0.494,0.223,0.601,0.486,0.559
K14742,0.359,0.246,0.096,0.0,0.108,0.12
K14743,0.0,0.0,0.0,0.0,0.0,0.091
K14761,0.081,0.257,0.443,0.101,0.419,0.0
K14941,0.122,0.0,0.0,0.0,0.087,0.0
K14952,0.0,0.138,0.078,0.0,0.0,0.0
K14974,0.445,0.612,0.172,0.5,0.308,0.49
K14977,0.0,0.0,0.0,0.114,0.0,0.0
K14980,0.998,1.254,0.564,0.64,0.47,0.28
K14981,11.503,10.797,5.135,6.65,5.593,9.147
K14986,0.847,0.735,0.207,0.631,0.0,0.212
K14987,0.47,0.395,0.613,1.066,0.123,0.46
K14998,0.0,0.0,0.058,0.0,0.0,0.0
K15011,0.652,0.433,0.088,0.042,0.466,0.0
K15012,5.886,5.23,2.81,4.356,4.254,4.059
K15019,0.61,0.569,0.802,0.157,0.0,0.0
K15024,0.395,0.374,0.475,0.519,0.067,0.27
K15034,0.623,0.436,0.78,1.125,0.544,0.456
K15066,0.243,0.264,0.221,0.278,0.237,0.0
K15067,0.301,0.445,0.602,0.184,0.0,0.101
K15228,0.071,0.04,0.132,0.0,0.0,0.0
K15230,0.361,0.285,0.284,0.445,0.371,0.445
K15231,0.106,0.065,0.176,0.163,0.191,0.126
K15232,0.57,0.844,1.06,0.521,0.262,0.301
K15256,1.071,0.832,0.963,0.826,1.134,1.182
K15257,0.112,0.0,1.312,0.061,0.0,0.0
K15268,0.177,0.303,0.067,0.256,0.0,0.096
K15312,0.0,0.0,0.0,0.0,0.099,0.0
K15315,0.212,0.0,0.0,0.114,0.0,0.0
K15342,0.638,0.516,1.393,0.561,0.857,0.253
K15358,3.202,3.233,1.652,2.023,1.446,2.396
K15371,0.948,0.85,0.759,0.908,0.906,0.912
K15372,0.855,0.323,0.448,0.26,0.191,0.372
K15383,0.0,0.183,0.074,0.041,0.228,0.0
K15396,0.0,0.0,0.0,0.0,0.0,0.078
K15449,0.0,0.0,0.324,0.0,0.0,0.0
K15495,0.0,0.087,0.0,0.0,0.073,0.0
K15496,0.0,0.0,0.0,0.205,0.2,0.49
K15497,0.0,0.0,0.108,0.0,0.401,0.342
K15509,3.237,3.299,1.603,2.863,2.459,2.841
K15510,0.162,0.271,0.092,0.05,0.0,0.057
K15511,0.153,0.0,0.0,0.105,0.0,0.0
K15512,5.085,5.315,3.403,4.181,4.03,4.257
K15513,4.622,4.52,2.66,3.933,3.917,4.114
K15514,0.0,0.0,0.0,0.171,0.104,0.125
K15515,0.349,0.408,0.357,0.756,0.41,0.346
K15520,0.0,0.0,0.098,0.0,0.0,0.0
K15521,0.103,0.089,0.0,0.0,0.0,0.0
K15525,0.0,0.0,0.099,0.0,0.0,0.0
K15526,0.238,0.684,0.827,0.607,0.272,0.318
K15529,0.0,0.072,0.0,0.0,0.0,0.0
K15546,0.464,0.471,0.335,0.337,0.388,0.971
K15549,0.287,0.188,0.0,0.085,0.0,0.169
K15552,2.195,1.917,0.853,1.693,1.806,2.95
K15553,1.506,1.962,0.974,1.184,1.412,1.758
K15554,1.382,1.697,0.679,1.456,1.66,2.154
K15555,0.968,1.411,1.244,1.159,0.828,0.546
K15576,0.99,0.877,0.849,0.966,1.092,1.223
K15577,1.265,1.702,1.266,1.722,1.306,1.407
K15578,1.003,0.835,0.73,1.587,1.716,0.94
K15581,0.0,0.0,0.0,0.0,0.0,0.052
K15582,0.0,0.0,0.069,0.0,0.0,0.0
K15583,0.0,0.16,0.266,0.171,0.0,0.0
K15600,0.0,0.0,0.087,0.0,0.0,0.0
K15633,2.058,1.759,1.936,1.856,1.442,1.02
K15634,0.102,0.0,0.0,0.243,0.0,0.0
K15635,1.332,0.877,1.395,1.109,0.845,1.078
K15724,0.647,0.756,0.381,0.685,0.497,0.585
K15725,0.086,0.0,0.268,0.211,0.769,0.483
K15726,11.011,9.375,8.498,9.218,8.511,9.297
K15727,1.213,1.09,0.654,0.957,1.536,1.502
K15736,0.763,0.669,0.985,0.978,0.878,0.721
K15738,0.157,0.506,0.809,0.939,1.075,0.612
K15746,0.0,0.0,0.063,0.0,0.0,0.115
K15760,0.423,0.439,0.354,0.53,0.251,0.551
K15761,0.0,0.14,0.091,0.0,0.0,0.0
K15762,0.0,0.0,0.108,0.298,0.121,0.461
K15763,0.18,0.0,0.0,0.127,0.0,0.0
K15770,0.0,0.0,0.127,0.0,0.0,0.0
K15771,0.0,0.158,0.0,0.079,0.0,0.0
K15772,0.254,0.587,0.075,0.445,0.251,0.137
K15773,0.0,0.0,0.071,0.0,0.0,0.0
K15777,0.12,0.498,1.174,0.658,0.275,0.104
K15778,4.401,3.284,3.263,4.528,3.959,3.251
K15786,0.0,0.076,0.0,0.0,0.0,0.0
K15836,0.667,0.454,0.57,0.581,1.887,1.304
K15855,0.182,0.274,0.22,0.496,0.23,0.35
K15856,0.151,0.0,0.204,0.258,0.0,0.226
K15861,0.098,0.0,0.343,0.132,0.166,0.218
K15862,0.106,0.0,0.31,0.0,0.0,0.0
K15864,0.233,0.0,0.2,0.482,0.402,0.315
K15866,0.991,1.12,1.526,0.939,0.601,0.856
K15868,0.0,0.23,0.079,0.0,0.0,0.054
K15876,0.757,0.442,0.613,0.653,0.825,0.746
K15888,0.067,0.0,0.131,0.0,0.091,0.0
K15894,0.0,0.125,0.148,0.0,0.0,0.0
K15916,0.336,0.312,0.574,0.0,0.0,0.0
K15923,0.461,0.371,0.48,0.531,0.664,0.433
K15973,0.0,0.0,0.039,0.128,0.266,0.0
K15975,0.41,0.447,0.0,0.0,0.0,0.0
K15977,2.797,2.412,1.485,2.207,2.633,2.573
K15980,0.381,0.317,0.375,0.243,0.261,0.203
K15981,0.144,0.168,0.183,0.127,0.089,0.126
K15982,0.047,0.0,0.087,0.0,0.05,0.101
K15983,0.0,0.0,0.0,0.0,0.0,0.094
K15987,8.717,8.282,8.192,8.755,7.312,6.922
K16011,0.157,0.695,0.362,0.532,0.354,0.565
K16046,0.256,0.079,0.0,0.103,0.091,0.0
K16047,0.416,0.284,0.236,0.137,0.325,0.0
K16048,0.0,0.18,0.0,0.033,0.0,0.0
K16049,0.0,0.038,0.085,0.0,0.0,0.0
K16050,0.0,0.0,0.106,0.0,0.0,0.0
K16051,0.0,0.0,0.0,0.107,0.0,0.0
K16055,0.0,0.0,0.0,0.0,0.19,0.0
K16066,0.0,0.0,0.393,0.356,0.466,0.0
K16074,0.0,0.0,0.0,0.138,0.0,0.0
K16079,0.13,0.531,0.18,0.354,0.076,0.142
K16080,0.0,0.0,0.168,0.0,0.0,0.31
K16137,0.76,0.245,0.545,0.724,0.45,0.49
K16146,0.0,0.0,0.181,0.0,0.0,0.0
K16147,0.156,0.0,0.525,0.0,0.133,0.0
K16148,0.607,0.292,0.112,0.115,0.0,0.0
K16149,0.0,0.071,0.686,1.171,1.239,0.281
K16150,0.0,0.0,0.28,0.0,0.0,0.079
K16163,0.0,0.0,0.179,0.0,0.0,0.0
K16165,2.965,2.396,1.602,2.702,1.643,1.982
K16167,0.0,0.0,0.26,0.316,0.518,0.111
K16168,0.0,0.122,0.089,0.267,0.0,0.0
K16171,0.162,0.115,0.369,0.835,0.482,0.346
K16190,0.311,0.155,0.485,0.313,0.361,0.328
K16200,0.0,0.0,0.071,0.0,0.0,0.0
K16203,0.404,0.502,0.0,0.0,0.25,0.0
K16211,0.0,0.0,0.487,0.0,0.0,0.242
K16213,0.0,0.0,0.191,0.0,0.0,0.0
K16217,0.0,0.0,0.0,0.052,0.0,0.0
K16218,0.0,0.04,0.0,0.092,0.0,0.0
K16238,0.704,1.564,0.775,1.186,1.33,1.467
K16244,0.0,0.0,0.0,0.035,0.0,0.0
K16246,0.0,0.0,0.0,0.0,0.0,0.093
K16249,0.0,0.0,0.0,0.0,0.0,0.093
K16257,0.109,0.0,0.0,0.0,0.0,0.0
K16263,0.0,0.0,0.088,0.0,0.0,0.0
K16264,0.458,0.207,1.149,0.71,0.6,0.323
K16267,0.0,0.0,0.064,0.0,0.0,0.0
K16291,0.0,0.0,0.0,0.12,0.0,0.0
K16301,0.097,0.0,0.285,0.0,0.0,0.0
K16303,0.825,1.005,0.542,0.886,0.992,0.617
K16304,0.13,0.0,0.06,0.0,0.0,0.0
K16306,0.0,0.0,0.328,0.0,0.0,0.1
K16317,0.0,0.0,0.0,0.092,0.0,0.0
K16320,0.303,0.128,0.16,0.604,1.173,0.758
K16329,0.081,0.0,0.23,0.203,0.0,0.374
K16363,0.0,0.187,0.0,0.0,0.11,0.0
K16370,0.0,0.0,0.0,0.11,0.0,0.0
K16422,1.267,1.354,1.159,0.666,1.136,1.141
K16423,0.07,0.0,0.0,0.0,0.0,0.0
K16444,0.0,0.0,0.0,0.092,0.0,0.0
K16509,0.1,0.0,0.068,0.098,0.0,0.11
K16514,0.0,0.0,0.06,0.0,0.0,0.0
K16515,1.845,2.176,0.816,1.21,1.157,1.571
K16516,0.0,0.11,0.0,0.0,0.0,0.0
K16554,0.0,0.0,0.125,0.0,0.0,0.0
K16566,0.138,0.221,0.0,0.316,0.0,0.0
K16649,0.119,0.0,0.19,0.0,0.0,0.0
K16652,0.073,0.0,0.096,0.0,0.0,0.0
K16784,0.0,0.0,0.137,0.0,0.0,0.0
K16786,0.0,0.373,0.325,0.0,0.15,0.0
K16787,0.0,0.373,0.325,0.0,0.15,0.0
K16793,0.0,0.0,0.0,0.0,0.0,0.089
K16840,0.0,0.075,0.163,0.0,0.0,0.0
K16841,0.074,0.0,0.292,0.0,0.0,0.0
K16843,0.0,0.0,0.0,0.127,0.171,0.0
K16844,0.147,0.0,0.144,0.0,0.0,0.0
K16845,0.26,0.278,0.255,0.166,0.3,0.0
K16846,0.154,0.371,0.354,0.483,0.183,0.07
K16849,0.0,0.0,0.065,0.0,0.0,0.0
K16850,0.078,0.0,0.0,0.271,0.0,0.101
K16856,1.893,1.353,0.857,1.334,1.023,1.051
K16871,0.362,0.482,0.198,0.416,0.269,0.0
K16873,0.694,0.713,0.264,0.256,0.231,0.193
K16874,3.123,3.158,1.456,2.865,2.276,2.217
K16876,1.507,2.099,0.814,1.324,1.493,1.378
K16877,4.66,4.5,2.018,3.643,2.934,3.785
K16878,0.203,0.0,0.0,0.0,0.0,0.0
K16879,0.0,0.0,0.081,0.0,0.0,0.0
K16880,3.877,4.059,2.323,2.335,1.537,2.562
K16881,0.0,0.109,0.394,0.0,0.0,0.0
K16898,0.123,0.149,0.114,0.203,0.0,0.101
K16922,0.534,0.817,0.567,0.34,0.443,0.746
K16937,0.203,0.0,0.349,0.0,0.123,0.097
K16968,0.122,0.057,0.0,0.044,0.103,0.128
K17067,0.189,0.227,0.806,0.685,1.032,0.349
K17080,0.0,0.0,0.029,0.0,0.0,0.0
K17103,1.358,0.855,1.672,2.397,2.213,2.104
K17104,0.0,0.0,0.389,0.257,0.0,0.0
K17218,0.612,1.033,1.331,0.674,0.215,0.579
K17222,1.765,0.924,0.585,1.235,0.51,1.194
K17223,0.0,0.11,0.083,0.0,0.0,0.245
K17224,0.829,0.061,0.474,0.751,0.574,0.554
K17225,9.247,8.542,3.64,7.314,7.244,7.276
K17226,0.0,0.203,0.039,0.365,0.045,0.34
K17227,0.759,0.928,0.596,0.744,0.881,1.004
