# Gene Family,P1,P2,P3,P4,P5,P6
K02067,0.933,0.86,0.66,0.623,0.603,0.491
K02069,0.233,0.796,0.289,0.346,0.34,0.34
K02071,0.0,0.0,0.0,0.0,0.0,0.148
K02072,0.084,0.0,0.101,0.151,0.0,0.617
K02073,0.111,0.0,0.244,0.116,0.095,0.0
K02074,1.602,0.548,1.112,0.873,0.354,0.819
K02075,3.992,4.963,2.743,2.524,2.365,3.144
K02076,0.125,0.0,0.0,0.0,0.0,0.0
K02077,0.604,0.736,0.304,0.829,0.295,0.724
K02078,13.203,12.824,12.421,11.2,10.887,11.807
K02081,0.202,0.26,0.97,0.148,0.286,0.309
K02083,0.151,0.132,0.0,0.101,0.0,0.059
K02106,0.287,0.339,0.468,0.494,0.373,0.538
K02108,2.019,2.173,2.773,3.234,2.513,3.067
K02109,0.357,0.527,0.219,0.284,0.0,0.0
K02110,11.768,10.795,9.981,12.371,10.075,12.079
K02111,12.931,12.514,12.214,11.852,10.254,11.107
K02112,14.854,15.405,13.629,14.484,14.052,15.148
K02113,0.371,0.266,0.876,0.921,0.46,0.155
K02114,1.213,0.781,2.068,1.338,1.204,1.137
K02115,3.16,4.244,3.322,3.757,3.241,3.267
K02116,0.857,1.005,0.538,0.565,0.616,0.429
K02117,0.307,0.29,0.893,1.123,0.641,0.0
K02118,0.062,0.086,1.08,1.309,1.089,0.32
K02120,0.069,0.0,0.344,0.207,0.147,0.0
K02124,0.765,0.712,0.989,1.082,0.807,0.518
K02126,0.0,0.0,0.108,0.0,0.0,0.0
K02160,0.606,1.001,1.213,1.104,1.116,0.952
K02164,0.11,0.117,0.0,0.094,0.0,0.0
K02167,0.065,0.0,0.0,0.0,0.0,0.0
K02169,0.0,0.0,0.08,0.0,0.0,0.0
K02171,0.75,0.357,0.353,0.297,0.568,0.377
K02182,0.598,0.659,0.51,0.878,1.714,1.482
K02183,0.008,0.0,0.0,0.0,0.0,0.0
K02188,0.256,0.0,0.253,0.661,0.419,0.513
K02189,0.0,0.0,0.0,0.117,0.0,0.0
K02192,0.308,0.064,0.0,0.046,0.062,0.0
K02193,0.675,0.992,1.024,0.824,0.955,0.835
K02194,1.41,1.761,0.904,1.68,0.969,1.83
K02195,2.711,3.026,2.409,2.573,1.908,2.542
K02196,0.116,0.0,0.0,0.0,0.0,0.0
K02197,1.65,1.51,1.281,1.522,1.128,1.581
K02198,2.796,2.323,1.798,2.807,1.999,2.264
K02199,0.432,0.846,0.143,0.293,0.608,0.56
K02200,0.784,1.382,1.766,1.576,1.49,0.911
K02203,0.161,0.096,1.028,1.123,0.945,0.468
K02204,1.293,0.444,0.393,0.913,0.178,0.927
K02217,0.91,1.119,0.884,0.536,0.554,0.677
K02221,1.002,0.906,1.107,1.161,1.081,0.745
K02224,0.0,0.359,0.385,0.23,0.0,0.0
K02225,0.0,0.135,0.0,0.184,0.0,0.0
K02227,0.404,0.0,0.104,0.246,0.116,0.257
K02228,0.0,0.0,0.049,0.0,0.0,0.0
K02230,1.228,1.596,0.971,1.118,0.701,0.996
K02231,0.219,0.277,0.0,0.0,0.0,0.0
K02232,0.665,0.481,0.372,0.427,0.092,0.321
K02233,0.0,0.0,0.0,0.14,0.0,0.0
K02234,2.059,1.306,0.776,0.13,0.0,0.926
K02237,0.0,0.0,0.0,0.083,0.089,0.0
K02238,0.236,0.0,0.249,0.235,0.226,0.277
K02243,0.0,0.0,0.081,0.0,0.0,0.0
K02254,0.0,0.0,0.175,0.0,0.0,0.0
K02256,0.082,0.0,0.058,0.0,0.0,0.0
K02257,1.211,0.778,2.525,1.457,1.329,0.593
K02258,0.583,0.139,0.0,0.306,0.0,0.112
K02259,0.626,0.213,0.081,0.225,0.065,0.0
K02274,15.955,14.861,15.54,13.3,10.423,10.306
K02275,2.161,2.825,2.575,3.287,2.231,2.743
K02276,3.535,3.163,2.802,2.768,2.464,3.541
K02277,0.483,0.381,0.297,0.351,0.661,0.105
K02278,0.103,0.218,0.126,0.0,0.462,0.144
K02279,0.783,0.324,0.219,0.571,0.652,0.645
K02280,1.227,0.878,0.915,0.651,0.628,0.572
K02282,3.798,2.63,2.282,2.434,1.535,2.089
K02283,9.671,9.625,11.479,8.613,8.837,9.501
K02291,0.205,0.412,0.345,0.097,0.455,0.104
K02297,0.0,0.0,0.165,0.0,0.0,0.269
K02298,2.09,1.95,0.95,1.321,1.091,1.239
K02299,1.461,0.904,0.626,0.825,0.216,0.779
K02300,0.69,0.479,0.361,0.436,0.114,0.0
K02302,0.0,0.096,0.152,0.868,0.467,0.189
K02303,0.213,0.888,0.499,0.671,0.397,0.57
K02304,0.56,0.722,0.792,0.559,0.376,0.292
K02305,0.258,0.0,0.309,0.127,0.087,0.141
K02313,5.936,6.257,6.351,6.697,4.714,5.192
K02314,2.724,3.072,2.64,2.94,2.676,2.71
K02315,0.094,0.0,0.624,0.708,0.575,0.313
K02316,0.671,0.826,0.67,0.848,0.38,0.362
K02335,2.701,2.371,3.459,3.053,3.111,2.5
K02336,0.0,0.107,0.098,0.0,0.0,0.131
K02337,3.884,3.162,4.055,4.005,2.661,2.704
K02338,5.037,4.331,5.646,4.807,3.928,3.903
K02339,0.268,0.329,0.538,0.567,0.208,0.118
K02340,0.752,0.947,0.998,1.072,0.887,0.749
K02341,0.527,0.611,0.93,1.439,0.636,0.928
K02342,1.181,0.599,0.372,0.548,0.459,0.717
K02343,1.664,1.674,1.88,2.2,1.676,1.116
K02346,3.335,2.46,3.959,4.316,4.34,3.813
K02347,1.519,1.548,2.229,1.517,1.334,1.32
K02348,0.09,0.0,0.324,0.255,0.091,0.159
K02355,17.177,17.029,18.497,17.482,13.009,14.603
K02356,7.931,7.121,8.452,8.396,5.788,5.252
K02357,2.959,3.301,4.029,4.683,3.495,3.249
K02358,20.782,21.92,24.107,20.013,20.104,20.879
K02361,0.0,0.0,0.0,0.0,0.1,0.0
K02371,2.525,2.302,2.054,1.623,0.77,1.661
K02372,4.776,4.596,3.989,4.134,3.119,4.123
K02377,1.254,1.536,1.478,1.594,1.256,1.632
K02379,4.492,3.876,2.473,3.236,2.577,2.751
K02380,0.165,0.293,0.0,0.134,0.305,0.554
K02385,0.078,0.25,0.213,0.166,0.16,0.159
K02386,0.107,0.0,0.0,0.041,0.0,0.0
K02387,0.452,0.101,0.0,0.0,0.0,0.104
K02388,0.733,1.13,1.418,1.058,0.46,1.108
K02389,0.0,0.178,0.172,0.19,0.145,0.225
K02390,0.0,0.378,0.311,0.417,0.396,0.439
K02391,0.0,0.0,0.087,0.0,0.0,0.094
K02392,1.926,1.989,1.774,1.598,1.568,1.694
K02393,1.407,1.33,1.03,0.964,0.532,0.972
K02394,2.969,2.712,1.68,2.529,1.82,1.407
K02398,0.814,0.791,0.867,0.579,0.452,0.728
K02400,4.088,3.34,3.672,2.87,2.058,2.352
K02401,0.498,0.515,0.272,0.357,0.0,0.04
K02402,0.377,0.363,0.247,0.302,0.209,0.0
K02404,0.655,0.608,0.781,0.579,0.373,0.456
K02405,3.541,4.507,5.122,2.581,2.018,3.064
K02406,0.201,0.249,0.558,0.175,0.158,0.268
K02408,0.559,0.563,0.235,0.072,0.0,0.158
K02409,0.217,0.0,0.256,0.0,0.082,0.0
K02410,3.505,3.879,3.993,3.086,1.749,2.255
K02411,0.115,0.0,0.0,0.0,0.0,0.0
K02412,2.401,2.303,2.978,1.48,1.327,1.166
K02415,0.634,0.395,0.0,0.0,0.0,0.168
K02416,1.749,1.665,1.243,1.201,0.949,1.006
K02417,2.464,3.01,2.326,3.153,2.488,1.985
K02418,0.075,0.0,0.0,0.0,0.0,0.0
K02419,1.576,1.037,1.958,1.342,1.004,0.911
K02420,2.618,2.192,2.166,2.782,1.773,1.962
K02421,0.499,0.411,0.0,0.207,0.42,0.341
K02423,0.0,0.0,0.0,0.0,0.128,0.0
K02424,0.0,0.0,0.122,0.0,0.0,0.0
K02426,1.13,1.084,0.917,1.457,1.259,0.103
K02427,1.554,0.818,1.077,1.548,1.331,1.423
K02428,2.409,2.033,1.417,1.995,1.439,1.891
K02429,0.347,0.466,0.568,0.729,0.432,0.478
K02431,0.0,0.224,0.182,0.701,0.223,0.476
K02433,6.502,7.025,7.579,7.296,5.418,5.324
K02434,5.675,5.742,5.753,6.696,5.033,5.571
K02435,2.938,3.492,3.238,3.897,2.789,3.07
K02437,1.033,0.846,2.164,2.145,2.223,1.48
K02440,0.426,0.981,0.797,0.604,0.678,0.339
K02441,0.0,0.0,0.086,0.0,0.0,0.0
K02444,0.163,0.379,0.201,0.13,0.163,0.089
K02446,2.335,2.401,4.348,2.249,0.849,1.808
K02453,0.141,0.588,0.178,0.494,0.39,0.524
K02454,1.512,1.417,2.169,3.636,2.681,1.779
K02455,0.957,0.27,1.219,1.222,1.457,1.816
K02456,1.491,1.321,1.278,1.739,1.61,2.335
K02457,0.0,0.106,0.31,0.12,0.102,0.107
K02458,0.0,0.0,0.0,0.128,0.0,0.0
K02459,0.0,0.0,0.037,0.0,0.0,0.0
K02461,0.227,0.108,0.0,0.344,0.299,0.0
K02462,0.241,0.104,0.371,0.269,0.417,0.339
K02469,8.529,7.695,8.671,7.534,6.17,6.879
K02470,7.733,7.745,7.614,7.694,6.572,6.128
K02471,1.259,0.729,0.382,0.195,0.097,0.426
K02472,1.854,1.815,1.688,1.217,0.868,1.105
K02473,0.0,0.0,0.0,0.118,0.0,0.0
K02474,0.935,0.858,0.343,1.22,0.474,0.364
K02475,0.0,0.0,0.17,0.083,0.0,0.0
K02476,0.0,0.0,0.221,0.0,0.106,0.103
K02477,0.476,0.788,0.481,0.353,0.367,0.938
K02478,0.0,0.0,0.176,0.162,0.0,0.0
K02480,0.0,0.0,0.0,0.0,0.0,0.088
K02481,0.148,0.0,0.598,1.151,1.137,0.361
K02482,0.575,0.583,0.622,1.428,1.57,0.646
K02483,8.022,9.545,7.045,9.067,7.04,7.106
K02484,0.0,0.0,0.121,0.0,0.0,0.0
K02487,0.0,0.169,0.0,0.308,0.287,0.0
K02488,1.45,0.968,0.925,0.945,0.657,0.442
K02492,1.218,1.658,2.45,2.635,2.405,1.284
K02493,0.821,0.785,1.454,1.242,1.022,0.929
K02495,0.251,0.249,0.465,0.494,0.368,0.345
K02498,0.0,0.0,0.0,0.165,0.0,0.0
K02499,0.803,0.684,0.798,0.909,0.543,1.024
K02500,11.024,10.124,10.041,10.777,9.602,8.704
K02501,3.61,2.52,2.526,3.306,2.337,2.909
K02502,0.522,0.47,0.185,0.488,0.755,0.832
K02503,1.488,1.263,1.444,0.629,1.112,0.767
K02509,1.881,1.604,0.47,0.714,1.007,0.778
K02510,4.664,4.363,2.726,3.279,3.058,2.919
K02517,0.528,0.471,0.816,1.126,1.326,0.766
K02518,27.175,27.108,29.907,26.352,24.925,24.623
K02519,3.001,3.032,3.316,3.547,2.214,1.959
K02520,5.66,5.162,5.873,6.138,4.701,5.535
K02523,5.945,5.636,4.019,5.2,4.73,5.272
K02525,0.0,0.0,0.0,0.0,0.0,0.131
K02526,0.0,0.0,0.033,0.0,0.0,0.0
K02527,0.39,0.542,1.124,1.447,1.336,0.675
K02528,1.437,1.581,1.892,2.173,1.438,1.644
K02529,2.178,1.734,3.812,1.834,1.702,1.234
K02533,0.827,0.936,1.226,1.268,1.051,0.642
K02535,1.374,1.376,2.479,2.043,1.899,1.46
K02536,1.001,1.601,1.157,1.114,1.045,0.593
K02548,1.005,1.369,2.223,0.731,0.306,0.31
K02549,1.312,0.749,1.28,1.141,1.227,1.235
K02552,0.0,0.229,0.0,0.0,0.0,0.0
K02553,0.0,0.0,0.072,0.0,0.0,0.0
K02554,0.091,0.0,0.063,0.0,0.071,0.0
K02556,1.762,1.405,1.241,1.034,0.571,0.947
K02557,2.194,1.496,1.653,2.255,1.093,1.466
K02558,0.0,0.167,0.321,0.5,0.413,0.355
K02563,0.71,0.488,1.706,1.66,1.282,1.502
K02564,1.494,1.372,1.372,1.396,1.341,1.723
K02566,2.142,1.571,3.065,1.749,1.878,2.267
K02567,1.254,1.577,0.519,0.758,0.904,1.113
K02568,0.22,0.236,0.142,0.284,0.228,0.39
K02569,0.469,1.173,0.259,0.445,0.406,0.277
K02571,0.0,0.132,0.0,0.0,0.0,0.0
K02573,0.0,0.0,0.142,0.0,0.0,0.0
K02575,2.043,1.462,1.173,2.067,1.329,1.443
K02584,0.403,0.492,0.182,0.644,0.529,0.259
K02585,0.342,0.0,0.924,1.214,0.949,0.8
K02586,0.166,0.076,0.932,1.145,0.726,0.47
K02587,0.149,0.0,0.656,0.65,0.66,0.297
K02588,0.083,0.09,0.52,0.815,0.364,0.287
K02589,0.0,0.0,0.169,0.166,0.0,0.0
K02590,0.0,0.0,0.0,0.092,0.0,0.0
K02591,0.0,0.0,0.95,1.319,1.001,0.474
K02592,0.0,0.0,0.194,0.0,0.0,0.0
K02593,0.218,0.0,0.427,0.0,0.215,0.493
K02594,0.0,0.0,0.124,0.083,0.0,0.0
K02595,0.0,0.0,0.0,0.0,0.09,0.0
K02596,0.0,0.133,0.405,0.664,0.304,0.694
K02597,0.345,0.0,0.375,0.883,0.165,0.54
K02600,10.563,10.325,10.894,10.269,8.497,8.586
K02601,11.445,11.674,11.241,9.923,9.131,9.341
K02609,1.525,1.979,1.994,1.092,0.884,1.795
K02610,3.349,3.54,3.022,2.619,1.866,2.54
K02611,0.202,0.033,0.088,0.279,0.0,0.074
K02612,0.196,0.128,0.073,0.269,0.173,0.114
K02613,0.545,0.475,0.441,0.379,0.374,0.293
K02614,0.123,0.03,0.11,0.106,0.0,0.088
K02616,0.588,0.43,0.354,0.408,0.087,0.731
K02619,0.0,0.0,0.0,0.082,0.0,0.074
K02621,2.26,2.049,1.002,1.665,1.551,1.526
K02622,4.107,3.602,2.361,2.892,2.616,3.009
K02624,0.23,0.342,0.028,0.526,0.14,0.208
K02626,1.845,1.4,2.181,1.126,1.506,1.728
K02636,0.354,0.767,0.686,0.377,0.711,0.716
K02650,0.0,0.0,0.198,0.363,0.0,0.0
K02651,3.844,4.091,3.65,2.848,5.236,3.17
K02652,7.489,7.343,9.047,7.909,8.618,7.729
K02653,2.457,2.063,3.083,2.204,2.483,3.08
K02654,0.0,0.193,0.0,0.315,0.378,0.149
K02655,0.0,0.0,0.0,0.0,0.0,0.098
K02657,0.177,0.381,0.471,0.327,0.0,0.191
K02658,0.498,0.433,0.769,0.923,0.309,0.602
K02659,0.0,0.054,0.0,0.0,0.0,0.038
K02660,0.0,0.342,0.349,0.39,0.355,0.238
K02662,1.736,1.964,2.601,2.204,1.853,2.298
K02663,0.121,0.329,0.28,0.471,0.087,0.176
K02664,0.121,0.373,0.104,0.0,0.302,0.0
K02665,0.0,0.0,0.0,0.0,0.073,0.078
K02666,0.0,0.229,0.159,0.671,0.586,0.0
K02667,0.558,0.823,0.605,0.733,0.768,0.247
K02668,0.0,0.0,0.114,0.0,0.247,0.0
K02669,7.404,7.838,11.086,10.741,7.849,9.037
K02670,0.773,0.594,0.687,0.658,1.018,0.658
K02676,0.672,1.101,0.437,0.74,0.719,0.44
K02686,0.0,0.0,0.0,0.0,0.0,0.227
K02687,0.74,0.44,0.612,0.201,0.75,0.821
K02688,0.0,0.0,0.0,0.16,0.239,0.097
K02768,0.0,0.0,0.399,0.0,0.065,0.0
K02777,0.0,0.0,0.139,0.0,0.0,0.0
K02783,0.077,0.0,0.0,0.0,0.0,0.0
K02793,6.359,5.734,3.728,5.355,3.948,4.713
K02795,0.0,0.0,0.0,0.0,0.374,0.0
K02796,0.0,0.0,0.368,0.284,0.659,0.0
K02798,0.0,0.0,0.0,0.208,0.0,0.199
K02799,0.0,0.143,0.0,0.208,0.0,0.107
K02800,0.0,0.0,0.0,0.208,0.0,0.107
K02802,0.0,0.0,0.0,0.085,0.0,0.0
K02803,0.314,0.0,0.072,0.186,0.094,0.054
K02804,0.124,0.0,0.0,0.0,0.0,0.106
K02805,0.0,0.0,0.295,0.0,0.081,0.0
K02806,4.471,4.195,3.704,3.946,3.057,4.014
K02821,0.0,0.0,0.07,0.084,0.0,0.0
K02822,0.0,0.084,0.0,0.0,0.08,0.0
K02823,1.23,1.279,0.619,0.934,0.597,0.38
K02824,0.08,0.0,0.099,0.27,0.0,0.0
K02825,2.353,2.172,4.867,3.714,3.989,1.321
K02834,2.359,2.253,2.726,2.364,1.981,1.639
K02835,4.316,4.137,5.678,4.849,3.506,4.2
K02836,5.129,4.906,6.589,5.419,4.884,3.245
K02837,2.087,2.107,2.279,2.723,2.335,1.463
K02838,6.335,4.68,8.584,5.741,6.171,4.855
K02841,0.229,0.0,0.0,0.199,0.0,0.0
K02843,1.503,1.171,1.137,1.227,1.027,0.968
K02844,0.0,0.262,0.145,0.302,0.203,0.413
K02849,0.0,0.0,0.0,0.0,0.0,0.128
K02851,1.048,1.322,1.851,0.574,0.811,1.225
K02858,0.0,0.123,0.196,0.0,0.0,0.0
K02860,0.0,0.27,0.174,0.208,0.0,0.0
K02863,10.8,10.496,9.898,10.056,9.02,9.453
K02864,3.961,3.034,3.841,3.815,3.178,2.803
K02866,0.391,0.233,0.511,0.099,0.244,0.0
K02867,10.356,9.41,10.899,10.313,7.128,6.334
K02869,0.0,0.0,0.117,0.0,0.0,0.0
K02871,6.531,6.47,8.192,5.932,6.919,5.362
K02874,27.358,27.114,25.891,23.933,21.281,22.138
K02876,4.477,4.813,4.125,5.889,4.387,3.507
K02877,0.0,0.0,0.305,0.0,0.0,0.0
K02878,15.127,15.473,15.211,14.64,13.158,12.224
K02879,6.251,7.695,7.089,6.392,6.25,6.427
K02881,3.93,4.9,5.204,5.381,5.458,3.509
K02884,7.373,7.513,8.395,8.391,7.359,6.919
K02885,0.0,0.0,0.137,0.0,0.0,0.092
K02886,16.007,16.688,18.103,14.039,12.009,13.274
K02887,9.166,10.677,10.34,10.541,7.997,6.973
K02888,1.464,1.173,2.945,1.423,1.364,1.731
K02889,0.0,0.0,0.112,0.132,0.0,0.0
K02890,7.794,7.088,8.723,7.862,5.926,4.943
K02892,9.143,9.474,9.395,9.203,8.007,7.228
K02895,8.041,6.305,6.689,7.529,6.775,5.683
K02896,0.111,0.0,0.289,0.411,0.0,0.0
K02897,1.1,1.092,0.916,1.548,0.969,0.662
K02899,6.746,7.417,6.793,6.469,6.291,6.71
K02902,5.157,5.241,6.524,5.429,4.435,3.675
K02904,4.065,3.682,4.954,3.471,2.85,2.457
K02906,5.558,5.957,7.051,6.21,5.589,5.284
K02907,2.167,2.044,2.513,2.958,1.497,1.051
K02908,0.0,0.0,0.173,0.0,0.0,0.0
K02909,5.561,6.05,5.795,4.422,5.637,4.694
K02910,0.0,0.0,0.116,0.036,0.0,0.0
K02911,7.696,7.912,6.464,9.022,7.367,6.007
K02912,0.0,0.0,0.165,0.0,0.0,0.0
K02913,10.232,14.054,11.292,9.871,8.145,10.812
K02914,3.999,2.145,3.677,2.706,2.229,2.679
K02916,4.252,5.865,4.173,6.382,3.836,3.673
K02919,0.688,0.604,0.848,0.138,0.142,0.631
K02921,0.0,0.0,0.173,0.175,0.0,0.104
K02922,0.145,0.0,0.0,0.13,0.0,0.0
K02924,0.0,0.0,0.072,0.0,0.161,0.0
K02926,5.213,5.904,6.366,5.489,6.285,5.956
K02927,0.009,0.0,0.157,0.282,0.011,0.009
K02929,0.317,0.246,0.799,0.34,0.155,0.0
K02931,10.542,8.557,10.04,8.553,7.541,8.294
K02933,6.437,5.1,6.411,5.488,5.634,3.656
K02935,4.677,5.425,7.09,6.916,7.015,4.984
K02936,0.1,0.0,0.27,0.147,0.079,0.0
K02939,1.612,1.646,3.754,2.718,3.488,2.705
K02945,12.067,11.748,13.532,12.973,10.686,10.951
K02946,31.594,36.143,26.968,28.139,25.483,27.915
K02948,27.414,28.327,29.852,25.653,22.201,21.934
K02950,33.253,35.873,32.813,30.238,30.97,29.703
K02952,11.58,11.628,13.405,11.2,8.677,10.074
K02954,14.474,12.765,10.086,10.435,9.598,11.414
K02956,8.558,9.787,9.678,10.246,7.732,8.644
K02959,6.047,4.768,4.436,5.211,3.619,3.884
K02961,4.741,6.239,5.508,5.615,4.782,5.04
K02962,0.0,0.0,0.184,0.116,0.0,0.0
K02963,17.399,17.01,11.158,15.247,11.912,12.337
K02964,0.0,0.087,0.0,0.0,0.0,0.0
K02965,16.885,19.83,17.318,16.609,13.797,12.9
K02966,0.256,0.183,0.0,0.0,0.173,0.0
K02967,8.384,6.801,9.365,8.169,7.572,7.093
K02968,3.042,1.877,3.172,2.968,2.067,2.65
K02970,19.11,19.687,15.871,18.532,16.43,16.541
K02976,0.873,1.696,1.427,1.061,0.591,0.16
K02977,0.147,0.0,0.391,0.0,0.002,0.0
K02978,0.232,0.0,0.105,0.0,0.129,0.0
K02979,0.475,1.143,1.591,0.355,0.512,0.228
K02982,13.036,12.931,12.438,12.16,11.922,10.818
K02983,0.0,0.0,0.0,0.0,0.0,0.07
K02984,0.0,0.0,0.096,0.0,0.0,0.0
K02986,9.02,8.051,8.452,9.543,5.893,8.056
K02988,13.496,15.476,14.198,14.917,10.741,11.48
K02990,4.526,3.796,5.35,6.456,4.528,4.647
K02991,0.124,0.0,0.084,0.0,0.0,0.0
K02992,15.031,15.291,18.084,15.688,13.991,13.299
K02994,10.941,10.992,9.606,9.226,9.128,8.99
K02995,0.0,0.0,0.176,0.0,0.0,0.0
K02996,5.774,6.029,7.306,7.959,6.477,5.212
K03009,0.0,0.0,0.0,0.0,0.0,0.257
K03014,0.0,0.0,0.0,0.074,0.0,0.0
K03040,24.674,22.726,22.32,19.661,17.832,20.584
K03041,0.195,0.321,0.338,0.382,0.162,0.085
K03043,14.66,14.864,14.744,14.419,12.753,13.08
K03046,16.274,15.985,17.589,16.042,15.638,14.696
K03047,0.0,0.104,0.0,0.0,0.0,0.0
K03049,0.0,0.166,0.0,0.0,0.0,0.0
K03050,0.0,0.0,0.113,0.0,0.0,0.0
K03051,0.0,0.0,0.225,0.0,0.0,0.0
K03053,0.045,0.0,0.118,0.129,0.0,0.0
K03055,0.0,0.0,0.0,0.084,0.0,0.0
K03057,0.0,0.0,0.033,0.263,0.0,0.0
K03058,0.36,0.0,0.154,0.0,0.0,0.196
K03059,0.0,0.0,0.151,0.0,0.0,0.0
K03060,7.955,8.445,8.767,7.22,7.06,6.156
K03066,0.0,0.0,0.0,0.073,0.0,0.0
K03070,9.529,9.184,8.669,9.935,7.651,8.561
K03071,0.471,0.478,0.53,0.966,0.382,0.631
K03072,3.235,2.693,2.194,3.053,2.895,2.638
K03073,1.518,1.826,2.073,3.16,3.241,2.402
K03074,3.825,3.309,2.222,3.958,2.999,3.014
K03075,1.675,1.351,1.991,2.038,1.749,1.439
K03076,11.071,12.257,9.242,11.662,10.769,11.121
K03077,1.055,1.164,0.991,1.242,1.001,0.656
K03079,0.829,0.7,1.06,1.18,0.847,0.965
K03086,25.357,25.312,23.394,23.321,23.976,25.469
K03087,0.084,0.605,0.493,0.414,0.258,0.454
K03088,50.655,49.195,51.457,49.24,49.528,46.857
K03089,6.659,6.696,5.443,7.458,8.417,9.619
K03090,1.853,1.648,1.765,1.563,1.075,1.054
K03091,1.518,0.864,1.86,0.554,0.455,0.546
K03092,3.993,3.948,3.529,4.313,4.216,3.554
K03100,2.975,3.383,2.756,3.925,2.596,2.468
K03101,0.919,1.001,1.541,0.772,0.979,0.705
K03106,6.271,5.45,7.926,6.851,5.655,6.114
K03110,3.121,3.565,4.713,3.544,2.541,3.323
K03111,2.286,1.555,2.035,2.639,4.021,1.103
K03113,0.0,0.0,0.473,0.0,0.092,0.0
K03116,2.477,2.624,3.478,2.559,2.781,3.433
K03117,0.518,0.08,0.021,0.16,0.0,0.078
K03118,2.441,1.809,2.038,2.937,2.221,2.136
K03119,6.795,8.08,2.905,4.851,4.121,5.792
K03120,1.447,1.208,1.666,0.871,0.616,0.646
K03124,2.706,2.285,3.235,1.464,1.084,0.893
K03136,0.0,0.0,0.0,0.0,0.074,0.0
K03147,11.621,10.886,9.361,10.38,8.342,9.145
K03149,7.436,6.429,8.838,7.312,8.701,5.828
K03150,0.0,0.0,0.0,0.235,0.0,0.0
K03151,0.0,0.0,0.0,0.228,0.0,0.0
K03153,0.321,0.19,0.316,0.751,0.714,0.267
K03154,0.782,0.732,1.131,0.891,0.606,0.227
K03163,0.103,0.0,0.0,0.0,0.0,0.0
K03166,0.441,0.284,1.022,1.195,1.287,0.556
K03167,0.287,0.195,1.138,1.557,1.429,0.733
K03168,4.873,5.045,3.64,5.456,3.714,4.012
K03169,1.123,1.575,1.531,0.943,0.874,1.1
K03177,1.744,2.278,1.497,1.97,1.9,1.249
K03179,0.769,1.337,1.535,1.702,1.088,1.342
K03182,9.381,9.236,7.654,8.687,7.767,7.048
K03183,2.699,2.587,2.502,2.88,2.356,1.904
K03185,1.119,1.595,0.593,1.018,0.489,0.69
K03186,2.051,2.573,2.936,1.934,2.753,2.707
K03188,0.818,0.558,0.33,0.437,0.564,0.396
K03189,4.778,5.07,4.603,4.988,5.297,5.312
K03190,0.0,0.377,0.347,0.282,0.224,0.0
K03192,0.0,0.139,0.0,0.399,0.0,0.179
K03194,0.0,0.0,0.078,0.0,0.0,0.0
K03195,0.0,0.0,0.0,0.27,0.123,0.0
K03196,0.17,0.0,0.229,0.388,0.0,0.0
K03197,0.104,0.0,0.0,0.0,0.057,0.0
K03198,0.023,0.0,0.0,0.035,0.0,0.268
K03199,0.32,0.0,0.0,0.123,0.189,0.0
K03200,0.0,0.0,0.121,0.0,0.0,0.0
K03201,0.285,0.0,0.0,0.167,0.0,0.0
K03203,0.0,0.0,0.0,0.121,0.0,0.081
K03205,0.285,0.156,0.374,0.362,0.406,0.472
K03210,1.272,1.602,0.829,1.308,1.675,1.287
K03214,0.149,0.395,0.0,0.219,0.251,0.0
K03215,0.601,0.537,0.656,0.782,1.083,0.202
K03216,1.186,0.783,0.401,0.606,0.394,1.209
K03217,0.257,0.127,0.047,0.226,0.28,0.05
K03218,2.588,3.102,2.46,3.448,2.601,2.719
K03222,0.0,0.0,0.077,0.0,0.0,0.0
K03224,0.454,0.394,0.555,0.743,0.468,0.414
K03226,0.184,0.265,0.174,0.723,0.169,0.0
K03227,0.149,0.081,0.563,0.156,0.469,0.169
K03230,0.227,0.226,0.0,0.674,0.0,0.15
K03231,0.0,0.0,0.111,0.084,0.0,0.082
K03232,0.0,0.0,0.067,0.0,0.0,0.0
K03234,0.555,0.34,0.376,0.0,0.0,0.0
K03236,0.253,0.455,0.895,0.871,0.162,0.221
K03237,0.0,0.0,0.061,0.0,0.0,0.0
K03238,0.0,0.0,0.141,0.149,0.067,0.0
K03242,0.0,0.0,0.351,0.0,0.0,0.0
K03263,0.0,0.0,0.132,0.0,0.0,0.107
K03264,0.0,0.0,0.1,0.0,0.0,0.0
K03265,0.0,0.0,0.164,0.0,0.0,0.0
K03270,0.427,0.77,1.001,1.184,1.266,1.265
K03271,3.714,4.693,5.876,4.396,4.082,4.59
K03272,0.424,0.823,1.282,0.601,0.684,0.833
K03273,0.0,0.193,0.327,0.324,0.317,0.072
K03274,1.29,1.287,0.525,1.019,0.735,0.823
K03281,0.739,0.692,0.74,0.247,0.79,0.655
K03282,1.743,0.986,0.686,0.25,0.038,0.321
K03284,0.81,1.304,0.847,0.687,0.263,0.693
K03286,0.214,0.114,0.156,0.0,0.0,0.12
K03288,0.807,0.424,0.636,0.296,0.267,0.462
K03292,0.0,0.0,0.0,0.162,0.167,0.235
K03293,0.0,0.0,0.374,0.11,0.114,0.095
K03294,4.998,4.819,5.817,5.487,5.503,5.36
K03296,2.243,1.584,2.402,2.755,2.67,2.196
K03297,0.0,0.0,0.327,0.0,0.0,0.0
K03299,0.079,0.206,0.317,0.0,0.322,0.498
K03300,0.0,0.0,0.186,0.0,0.0,0.165
